Title,Price,Sold,Reviews,Condition,Brand,Power Source,Material,Voltage,Model,Color,Features,Item Width,Item Length,MPN,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,UPC,Binding,Item Depth,Returns,Manufacturer Part Number,Manufacturer,Type,Item Height,Item Weight,Prop65_fl,Prop65Warning,Number of Heat Settings,PackageQuantityCASuggestion,EAN,Heating Element Format,Heating Element Material,Tank Capacity,BTU Heating Rating,Control Style,Heating System,Annual Fuel Utilization Efficiency (AFUE),Mounting Location,Operating Sound Rating,Timer Control,Year Manufactured,Smart Home Compatibility,Energy Star,Energy Efficiency Ratio (EER),Area Covered,EC Range,Power,PackQty,Heating Wattage,Height,Cable Length,Colour,GTIN,Size,SHIPPING,RETURN,ITEM LOCATION,International buyers,Custom Bundle,Current Rating,Air Direction,Warranty,VAT,Width,Depth,ISBN,Assembled Product Dimensions (L x W x H),Power Type,Recommended Location,Assembled Product Weight,Heater Controls,Automatic shutoff,Product Weight (lb),Installation,Heater Type,Timer Included,Color Family,Product Width (in),Anti-freeze setting,Indoor/Outdoor,ACLI Safety Plug,Product Height (in),Thermostat,Wattage (watts),Product Depth (in),Amperage (amps),Heat Output (BTU/hour),Heating Technology Type,Certifications and Listings,Included Components,Item model number,Product Dimensions,Is Discontinued By Manufacturer,Import Designation,Batteries Required?,Assembly Required,Heating Method,Item Dimensions LxWxH,Country of Origin,Frame Material,Amperage,eBay Durapower Store Category,Tonnage,Power/Fuel Type,Area Heated (Sq Ft),Heat rating (BTU/hour),Bulb Type,Mount Location,Room Size,Portable Heater Features,Heating Product Type,Product Length (in),Department,Portable Heater Safety Features,Cord Length (in),Power Options,Voltage (volts),Warranty Description,Number of Pieces,Batteries Required,Is Assembly Required?,item_length,item_width,Battery Size,Number of Batteries,Battery Life,Motor Type,Battery Included,Bundle Description,Weight,Battery Capacity,Length,Heater Style,Resistance Properties,Style Name,Global Brand License,Home Decor Style,Theme,Price Per Unit UOM,Fuel Type,Count Per Pack,Finish,Number of Burners,Seating Capacity,Product Name,Number of Drawers,Recommended Room,Count,Age Group,Watts,Color Category,Gender,Is Assembly Required,PPU Quantity of Units,Number of Shelves,Piece Count,Mount Type,Multipack Quantity,Number of Customer Ratings,Baseboard Heating Type,Hydronic,Vented,Model No.,Item Weight ‏,manufacturer_part_number,Compressor Type,Product Type,Item Weight Major,SKU,Heating Element,Maximum Heat Power,Minimum Heat Power,Product Model,Pattern Name,product_height_in,area_heated_sq_ft,product_depth_in,heater_controls,room_size,heater_type,certifications_and_listings,color_family,portable_heater_safety_features,cord_length_in,indoor_outdoor,number_of_heat_settings,product_width_in,power_fuel_type,portable_heater_features,wattage_watts,heat_rating_btu_hour,pack_size,amperage_amps,voltage_volts,product_weight_lb,Indoor Safe,Dimensions,BTU per Hour,Safety Tip-over Switch,Heat Type,Control Type,Oxygen Depletion Sensor,Ignition,Min. Tank Capacity,Pack Size,package_length,Refrigerant,Location,Energy Rating,Country Of Origin,Number of Cool Speeds,Modification Description,Style,Manufacturer Color,Non-Domestic Product,Modified Item,Product Weight (lb.),Product Depth (in.),Accessories Included,Area Heated (Sq. Ft.),Oscillation,Model #:,Room Size (sq. ft.),Remote Control,Product Width (in.),Product Height (in.),Vent Hose Exhaust Configuration,Sub-Type,Seat Depth,Firmness,Set Includes,Number of Items in Set,Load Capacity,Stove Type Compatibility,UPC/GTIN Code,Mor Electric Heating SKU,Product Weight lb,Product Depth in,Wattage,Remote Access,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembled Height (in),Total BTU,Cord Length (ft),Heating Area (sq ft),Outdoor Living Product Type,Assembled Width (in),Housing Material,Room,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Stove Type Compability,PartNumber,Heating Capacity,Built-In Thermostat,Automatic Shut-Off,Requires Venting,On/Off Heat,Flame Intensity Control,Cord length:,Coverage Area,Amps,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,NumberOfItems,Label,Connectivity,Dosage,Product,Format,Compatible Brand,Compatible Model,Author,Book Tittle,Language,Batteries Included?,Finish Types,Item Package Quantity,Specific Uses,Air Flow Capacity,Special Features,Part Number,Batteries,Room Coverage Area,Return,state limitations,Product name,Rated Voltage,Power line,Main material:,Product Meas,Heating power,Use,Net Weight/Gross Weight,BoxSize,Package Include,bulb_type,mount_location,product_length_in,MaterialType,Heating Element Type,Plug Type,Cord Length,Overall Height,Overall Width
Versonel Electric Wall Ceiling Mount Indoor Outdoor Infrared Heater VSLWMH100_R,119.95, , ,"Seller refurbished: The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller’s listing for full details. ",Versonel,,,,VSLWMH100_R,,,,,VSLWMH100_R,,,,0744110783919,,,,,,,,,,,,,0744110783919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Infrared Electric Patio Heater Wall-Mounted Outdoor/Indoor Heater 1500w Black,117.45, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does Not Apply,,,,,Black,,,,Does Not Apply,,,,Does Not Apply,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACE_HEATER,Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Vornado Whole Room Pivot Heater with 2 Heat Settings EH1-0168-06 1500 watts,115.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Vornado,,,,,,,,,,,,,043765015025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACE_HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Space heater, Aikoper 1500W Oil Filled Radiator Heater with 3 Heat Settings",117.64, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Aikoper,,,,Does not apply,Black,,,,Does not apply,,,,Does not apply,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater Brown,120.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Unbranded,,,,,Brown,,16 in,18 In,,,,,,,18 In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRHEATER F242010 Liquid Propane Golf Cart Heater Cup Holder Adapter Camping,115.6,60-day returns,"['the actual heater is great. Easy to use and works every time. Problem is with the lower portion that fits into the cup holder. Entire unit is extremely top heavy and can very easily tip out of the cup holder. The fit into the cup holder in my club car golf car is loose and poorly designed. I would not reccomend this item.', 'Have bought 3 different style heaters in 3 years to use golfing (with cart covers) and this Mr. Heater unit is the best. Regarding cost, starting ease, overall warmth, and quality construction this is by far the best heater on the market. Four players in my gaggle of friends (playing in the winter) own this unit and are thoroughly pleased with its performance and durability. If you winter golf, Buy It!', 'I last owned a Coleman brand Golf Cart Heater....it lasted about 10 years and finally died. I purchased this MH4GC unit next and it is not as good as the Coleman unit, but the Coleman unit is no longer made, so I\'m stuck with this one. Couple of issues...first and foremost, this heater is way top heavy so it will NOT stay put in a golf cart cup holder...the slightest bump and it flies right out of the cart\'s cup holder and if it lands on a person, they will get burned....I know, because it happened to me! I now have it ""tied"" in place with a bungee cord when I use it. No way could the manufacturer have tested this properly...my golf carts are 2017 model electric EZ Go Golf Carts. Second, there is no variable control on the heat...it\'s either wide open or shut off. I\'m not crazy about that, it does consume fuel at a higher rate than one with an adjustable propane flow valve, but you\'re compelled to live with it if you want heat. If I can find another option when this one dies, I will undoubtedly try it.', ""Pretty simple to operate. Screw in 1 lb camper gas canister, press 'on' button a couple of times until it lights and you have heat. To turn it off hit the 'off' button. I ordered it for use in a golf cart.  Nothing to put together other than putting the canister into the holder and setting it into a cup holder."", ""I had to ding this product because the poorly designed tip-over switch defeats the premise of the product.At even the tiniest bump in the cart path or fairway this heater turns itself off -- you will have to re-light 30+ times per round.It's a shame because it does put out nice heat and is otherwise effective and generally a fair price.The manufacturer missed the mark here."", 'Used it in my side by side this past week while hunting. Takes the rocky roads really well, the stiff north wind did blow it out a couple of times while driving around but overall it worked really well. I would recommend it and it really helps keep you warm while driving around the deer lease.', 'This heater works great in a covered cart, in fact it can get too warm, even when the outside temps  are in upper 30s and lower 40s.  In an open cart you feel the heat when the cart is stationery, however when moving or winds over 10 mph you can feel the heat.  The holder works in the smaller cart cup.Suggest they need to have an adjustable temp knob.All in all, I like the Mr. Heater portable golf cart heater.   ', ""I have something similar to this in my shop, but they are bigger, but when they heat up the screens glow orange, this little one doesn't do that so I thought it wasn't working correctly. But if you do like the instructions say and make sure the pilot is lit. Then leave it alone it will start producing heat. "", ""Mr. Heater that I got was brand new and worked great.  I even got it 1 day earlier than expected.  I've already used it 3 times and it has worked great!"", ""I read all the reviews I could find on this heater before purchase, so expected a good product.  It had to sit under the tree for a few days but Christmas morning it was installed in the cart!  It has been out on one excursion and all the guys wanted to 'ride in the warm cart'.  The hubbby is more than pleased!It sits steady in the front cup holder, is cool to the touch on all sides (well not the front of course), and works instantly!  More than pleased hubby here...........""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Propane,,,,Black,,,0.880,F242010,,,,0089301000223,,,,,,Not Available,,,,,1,,0089301000223,,,,,Switch,Radiant,,,,,1998,,,,,,,,,,0in.-14in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADET COM-PAK 1500W 240V SELF-CONTAINED FORCER AIR WALL HEATER. White NIB XC152T,118.73, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cadet,,,240 V,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heater Electric Baseboard White 96 in. 2,000-Watt 240/208-Volt Quiet Operation",115.53,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,,,,White,,,,,,,,7445032246263,,,,,,Does not apply,,,,,,,07445032246263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,13.75 lb,,,,Whites,96 in,,,,7 in,No,2000/1500,2.5,8.3 A,,Convection,ETL Listed,,,,,,,,,,,,,,,Electric,,6824,,,,,Baseboard,96,,,,,240/208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wholesale Lot of (4) 1500W Electric Ceramic Space Heaters --  SMALL BUT MIGHTY!!,116.00, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Antarctic Star,Electric,Ceramic,,,,,,,,,,,,,,,,,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater MH9BX 9000 BTU Propane Portable Buddy Heater- MH9BX ( Free Shipping) ,120.0, ,"[""I bought this heater for my small garage workshop. My electric heater kept tripping the breaker while using other equipment. I was afraid of other gas heaters due to their carbon monoxide emissions. This was one of the few gas heaters rated for indoor use. It also has an oxygen depletion detector and tip over cut off feature which I thought was very important.This heater silently keeps my shop warm in even the coldest temperatures and can also be attached to a 20 pound propane tank with an accessory hose ~ which I also purchased. I've run this heater for up to 6 hours uninterrupted with no noticeable fumes and since all the heat is focused out the front, it can be set close to a wall with no worries.I know I'm going to get a lot of use out of this heater. It was a very reasonable price and filled my needs perfectly. Highly recomend the Mr. Heater Buddy for heating small spaces."", 'Here in Monterey County the weather can be colder in the evenings. At my home we cut of the central heating back in ‘88 so we all dress up like eskimos to keep warm. Don’t get me wrong. We do use electric heaters in certain areas but after purchasing this Portable Propane heater, it was Heaven sent. I recommend this product with all my heart. It is compact. It is durable. It is easy to refuel. It is warm to hot. And now, as we speak, the 5 ft extension hose just arrived. When connected from my Gas Buddy to a 20 lb propane tank, I should get at least 24 hrs of constant heat. Thank you for your time. ', 'The last power outage we only had kerosene heaters.  They are big, bulky, heavy, require pouring fuel and the fumes left us wheezing and coughing.  Therefore, we found these Mr. Heater, bought two and what a difference.  Small enough to be moved from room to room and so much safer.  You will love Mr Heater.', ""Small and practical for portable heat when equipped with a disposable bottle, it's even great for a more permanent heat source - just pair this heater up with a hose and a large refillable propane bottle.  It even has a pilot light for easy on and off use.  Two heat settings, 4000 and 9000 BTUs.  The back of the heater stays cool to the touch, so it can be used backed against a wall.  Six stars for this heater."", 'Really nice heater. Relatively easy to operate and has safety features. Heater will not run all night, though with the small propane cylinders. ', ""Love this portable propane heater. Can't wait to take it camping. In the meantime, we use it around the house to warm up and enjoy the heat it produces. If the power goes out, we will stay warm with this heater!"", ""This is a very good product.  What is different about Mr. Heater compared to other small heaters is that it uses 1 lb. propane tanks, thus it does not have to be plugged in or placed near an electrical outlet.  It is easy to use and have a anti tip safety feature that will cut the unit off if the unit is tipped.  Keep on hand a few 1 lb. propane cylinders, and you're good to go.  Very good heater for small spaces and can be used indoors."", 'Great propane heater with 2 settings. I also bought a 12ft hose to connect to a 5 Gallon propane tank. The low setting was enough to warm my 29ft motor home. Perfect.', 'Purchased the additional Mr. Heater 10\' hose (item F273704) that you don\'t have to use a filter and connected it to a 20 lb. bottle of propane.   Easy to light and ran all night on low to keep my greenhouse warm.  I used a 1.5"" PVC water pipe and ran the pipe under the foundation of my greenhouse and then ran the hose through it outside where the tank was located.  For safety reasons, you aren\'t supposed to have the 20 lb. tank inside near the heater.  I cut up an old wash cloth and stuck it inside the pvc pipe to keep bugs and cold air from entering into my greenhouse. So easy to do.  ', 'Product operates exactly as advertised, which nowadays is not always the case. It functions easily and simply. Really like the option to go to larger capacity tank for longer use periods or not having to change out bottles constantly.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,"Propane, Natural Gas",,Not Electric,Mr. Heater Buddy MH9BX,Red/Black,,8.30,13.40,MH9BX,,,,,,,,,,Portable Heater,,,,,2,,,,,,4000/9000,Analog/Mechanical,Radiant,,"Floor, Desk/Tabletop, Baseboard, Bulkhead, Cabinet",,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Velocity HD Space Heater for Shop (Renewed),115.17, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Vornado,,,,,Black,,,,Does not apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOKOP 1500W Wall Terrace Heater with Remote Control / First Gear / Fake Firewood,120.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",ZOKOP,Electric,Ceramic,120 V,PHW-1500CR,,Auto Shut-Off,3.7 in,27.4 in,D0102HPZ0RY,,,,,,7.9 in,,,,Wall Mounted,,,,,3,,,Coil,Steel,None,Less Than 2000 BTU,Remote Control,Radiant,None,Floor,Standard,,,,Not Compliant,ETL,Unknown,A – G,1001-1500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"F232017 MH9BXRV Buddy Grey Indoor-Safe Portable RV Radiant Heater (4,000-9,000",117.55, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,,,,Gray,,,,does not apply,,,,Does not apply,,,,,,Portable Heater,,,,,,,,,,,,,Radiant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lifesmart 6 Element 1500W Portable Electric Infrared Quartz Space Heater, Indoor",119.95, ,"['Pros- Shorter cabinet makes smaller footprint, Nice large easy read temp setting, Looks good, Does a good job heating a coolish 300 sq ft. room.Cons- Shorter cabinet requires faster fan setting I guess. My other larger cabinet one blows slower and much quieter. I really wish it had fan speeds. Lot louder.Tip for the day,Some people complain these heaters wont heat the room. Make sure and close the doors of the room. But the other room is venting warmer air into the cooler room you say. Does not matter close the doors and it will work.', ""Great little heater, I live in an apartment I use it in my living room when I get chilled it helps bring my room temperature up so I'm not setting here freezing it really does help for a small space heater it works just like the larger ones it has temperature control it comes with a remote control you can turn it on and off set the temperature I'm using it right now"", 'item works great for room heating. they are a very safe heater.  I have 4 of these units in my home plus a wood burning fireplace.  I also have a large heat pump.  no worries about the cold.', 'I bought a life smart heater about 5 years ago and it has been greatly used due to the long winters we have in this part of New York. When it broke this year, I bought the same brand as I felt it was a good value for what we had paid.  It heats quickly and has a strong blower to push the heat in to the room. We run this on a dedicated circuit and find it is very economical.', ""Heats well and fan is quiet, turns off when not needed. Warms entire room but portable enough to direct the heat towards a area where i'm sitting."", 'I have one in my living room and one in my basement. My electric bill only went up about 15$ a month. They are a good full time heater or a good spot heater.', ""This is the second one of these we've purchased in the last year. Love the digital temp. selector and the remote makes this a very convenient area heater. The oak cabinet makes it blend right in like a piece of furniture. Priced right and a great heater."", ""For the price it is a good choice. Doesn't heat as well as the Edenpure it replaced. It is quite and for the money seems well built. Only time will tell if was a good purchase."", 'Heater is good for medium size room. I actually heat about 350 sf of room with it. The thermostat can be set at a comfortable temp and easily changed is easy to use remote.', ""I was very leary on buying something that says SAVE MONEY BY LOWERING YOUR HEATING BILL. This thing does not do what the advertisement said it would. We have a very small house total sq ft less than 1000 and it wouldn't even heat a room less than 200 sq ft. I would not recommend it.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Life Smart Labs,Electric,Wood,120 V,LS-1000X-6W-IN,Brown,"Timer, Indoor, Digital Display",13 in,15 in,LS-1000X-6W-IN,Infrared,Unknown,,0817223012167,,,,,,"Electric Portable Heater, Infrared Heater",,,,,2,,,,,,,"Switch, Remote Control, Digital",Convection,,"Garage, Cabinet",Quiet,12 Hours,,,,,1250 to 1499 sq ft,,1500 W,,1500 Watts,18.3 in,6 ft,,,,,,,,,,,,,14.8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 sq ft,,,,,,,,,,,,,,,,,,,,,
