Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,MPN,UPC,Country of Origin,Air Direction,Colour,Location,Height,Depth,Width,EAN,Energy Efficiency Rating,Bundle Description,Cable Length,Size,Gender,Dial Color,Department,Lot,Type 1,Mounting & Moving,Control Type,Suitable Location,Refrigerant,Design,Tube Length,Wattage,Shape,Number of Pieces,Towel Rack Length,Modified Item,Mounting,Item Height,Style,Recommended Environment,Heating Technology,Heater Style,Noise Level,Modification Description,Room Coverage Area,Manufacturer Color,Time Control,ISBN,Application,Temperature,Cover material,Perfermance,Product Name,Power (W),Unit Quantity,Current Rating,Hight,Tonnage,Name,Power Cord Length,Product Power,Product Height (in),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Room Size,Heater Type,Certifications and Listings,Color Family,Portable Heater Safety Features,Cord Length (in),Indoor/Outdoor,Product Width (in),Power/Fuel Type,Portable Heater Features,Wattage (watts),Heat rating (BTU/hour),Amperage (amps),Voltage (volts),Product Weight (lb),Bundle Listing,Package Contents,Voltage:,Power ：,Product color:,Power supply:,Packing:,Product Lot Quantity,Compatible Model,Manufacturer,PackQty,Motor power,Power supply,Plug type,Shape material,Color box size,Product gross weight,Remarks,Origin,Room,Heating Wattage,Heating Element:,Use:,Certification,Rated voltage:,Switch type:,Rated power,plug,Types of heating appliances:,Electric Heater Type:,How to heat it:,Installation:,Protection Properties,GTIN,Max. Power (kW),Voltage Supply,Power Type,Protection,Manufacturer Part Number,ProductType,Item Weight,Heating Method,Item Dimensions LxWxH,Stock #,Control Way,Driving Mode,Temperature of Air Outlet,Tube Material,Warranty,Maximum power,Installation,Use,Model Number,Heating Element,Function,Electric Heater Type,Area Heated,Number of Speed Settings,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word,Key Word 2,Key Word 3,Key Word 4,Length,Height (In.),Width (In.),Phase,Watts,Non-Domestic Product,Ship Fullfillment,Returns,Costumer Care,Up to 32 Degrees,Heater Voltage,Portable,Easy To Carry,Easy To Clean,Secured Payment,Limited Discounted Stock,Highest Quality,Made For,40$OFF SALE,Prop65_fl,Prop65Warning,Application:,Electric Heater,Heater Plug Type:,Heater Type:,Item Type,Item model number,Is Discontinued By Manufacturer,Package Dimensions,Heat Output,ItemWidth,ItemLength,ItemHeight,Model No.,Item Weight Major,Item name,wall heater,Control,Christmas gift,Batteries Required,Product Dimensions,item_width,item_length,Number Of Speed Settings,Voltage (v),Sku,Plug Type,Temperature Range,Timing Time,Wind Speed,Package,Quality,Positive,Ships From,Made in,payment,Heating BTU
"Enerco / Mr. Heater 3/8"" Propane Fitting Or Natural Gas Quick Connector",, ,"['works great has shut off built in', 'I need to find a 1/4"" male threaded X 3/8"" female threaded in order to complete my setup and can\'t seem to locate one.', ""Mr. Heater F276187 Propane Or Natural Gas 3/8 Inch Quick Connector Male Plug good value just didn't provide reducer i needed to go from 1/4 to 3/8"", 'This makes it super easy to disconnect and connect the hose from heater.', 'This is the best way to go to hook up a gas line.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,F276187,,,,,,,,,"Natural Gas, Propane",Portable Heater,,Thread,,,,,,,,,,,,Mr. Heater,,,,,,,,F276187,089301761872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marley Qmark CWHSM Surface Mounting Frame For CWH1000 Series Wall Heaters,35.0, , ,,,,,,,,,,,,,,,,,,,,,Wall,,,,,,QMark,,,,,,,,,685360139470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Space Heater for Indoor Use 1500W Safety and Quiet Ceramic Portable Heater,36.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Corded Electric,Does not apply,,,,Black,,,,,,,,,,Does not apply,,,,,,,,,7445017647603,,,,,,,,07445017647603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2 Pounds,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48v Air Heater PTC Ceramic Constant Temperature Conductive Aluminum Wiring 1000w,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Strip,0703468846,China,No,See Picture,See Picture,Amazon Alexa,"Aluminum, Ceramic",A+++,None,"Electric, Fan",Electric Heater Parts,Timer,"Clear Connect, HomePlug, Powerline/UPB (Universal Powerline Bus)",None,Multicolor,2021,None,None,"Desk/Tabletop, Wall",See Picture,1,None,1000W,None,Unbranded,Other: See Item Description,"Digital, Push Button, Switch",PTC Thermistor,A+++ - D,Forced Air/Fan,None,48V,0703468867,354482683382,,None,,,,,,,,,See picture,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F273710 5ft Hose Assembly Mr Buddy Heater Propane Heater Assembly,39.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Propane,Portable Heater,,,,,,,,Floor,,,,,,Mr. Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Electric Heater Indoo Mini Fan Heater Personal Space Heater Hand Warmer,35.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,Mini Heaters,,,,,,Ceramic,5 Stars,,"Electric, Fan",spa,,,,Black,,,,Wall,,3,20 sq ft or Less,,260W,LISM,,"Digital, Push Button, Switch, Touch",Steel,,Forced Air/Fan,Less Than 80%,110 V / 220V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable heater 110v, , , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,,Portable Heater,,,,,,,,,,,,,,Unbranded,,,,,,,110 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Marley 2542NW 2ft Baseboard Heater 240/208V 400/300W,35.00,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,Baseboard Heater,,,,,,,,,,,,,,Marley Engineered Products,,,,,,,208/240 V,2542NW,098319720528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soleil Heaters Remote Control,39.95, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,,,,,,Black,,,,,,,,,,Soleil,,Remote Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Lakewood Model 105 Fan Forced Portable Electric Heater,, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Coil,Model 105,,,8 in,10 in,,Steel,Not Compliant,1 gal or Less (5 L),"Electric, Fan",Portable Heater,multi tempature,,,White,,None,3 or Less,Floor,12 in,4,100 sq ft or Less,1001-1500 W,3000-3999 BTU,Lakewood,,Analog/Mechanical,Stainless Steel,A - G,Radiant,Less Than 80%,110 V,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CENSTECH Electric Patio Heater, 1500W Garage Heater w/Remote Control 9H Timer",37.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,,,,,Electric,,Timer,,,black,,,,,,,,,,CENSTECH,,Remote Control,,,,,,Does not apply,750319688610,,,,,,,,,,,,24*5*7 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Marketing of America Reddy Heater Spark Plug,36.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,United States,,,,,,,,"Kerosone, Kerosene",,,,,,,,,,,,,,,World Marketing of America,,,,,Forced Air/Fan,,,PP212,013204092122,,,,,,,,0013204092122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600W Black Electric Ceramic Space Heater Portable Desktop Silent Electric Heater,35.09,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,3.8,4.3 in,,"Ceramic, Plastic",,,,"Unit Heater, Electric Portable Heater, Ceramic",,,,,,,,"Desk/Tabletop, Portable",3.8 inches,1,Under 150 sq ft,600W,,Unbranded,,"Push Button, Switch, Touch",,,Convection,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car Auto Heater Portable Electric Heating Cooling Fan Defroster Demister 150W,36.59,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Unbranded,,,,,,,,,Does not apply,,,,,,,,,,,,16*12*7.5 cm/6.3*4.72*2.95 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12v for cars,,,,,,,,,,Car Heater,About 1.4 meters,150 w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soleil Electric Digital Ceramic Heater 1500W Indoor Black PTC-915B New,39.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Ceramic,,,Electric,,,,,Black,,,,,,,,,,Soleil,,Digital,,,,,,,815900020849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caliente HRIA Space Heater,37.78, , ,,,HRIA,United States,,,,,Steel,,,Electric,Portable Heater,,,,Gray,,,,Floor,,Variable,,1001-1500 W,,Caliente,,"Dial, Rotary Knob",,,space heater,,110 V,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Ceramic Heater 1500 Watt Full Circle Warmth  CT24362,39.99, , ,,,CT24362,,,,,,Ceramic,,,,,,,,,,,,,,,,,,Lasko,,,,,,,,,046013777751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Gas Heater Winter Pocket Camping Warmer Outdoor Gas Tent Warming Stove,39.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,Portable Heater,,,,,,,,,,,,,,Unbranded,,,,,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presto Heat Dish Parabolic Electric Heater Model 0792201,40.0,30-day returns,"[""I use this heater in my clinic and my patients absolutely love it. It's amazing how quickly it heats a room without air blasting or noise. It has a nice safety feature where it makes a horrible noise if it's tipping over (it only happens if I'm moving it when it's on). In fact several of my patients have gone out and bought their own for home. I should get a commission."", 'I have an old 1911 craftsman style house with no insulation.  My heating system is an outdated oil furnace.  As we all know the price of fuel is always fluctuating and seems like it is going to stay that way.  It costs me about $300.00 a month in the winter.  Which is ridiculous, especially when the heat just does not stay in the house for long.I needed a knew plan and changing out the heat system or insulating the house is not an option at this time.  So I went out and bought the presto heatdish.  It produces so much heat that during the winter I no longer had to heat the entire house to stay warm.  I would just carry the heatdish around with me, saving me hundreds of dollars month to month.  I had a few other electric heaters before I purchased this one and the difference is night and day.I  have had this heater for almost 3 years now and it still works as well as the day I purchased it.  It paid for itself in its first week work.  With as much use as this gets I would of expected it to burn out a while ago, but that is not the case.The drawbacks: It does not have an automatic turn off system if it were to fall over, but it does have an alarm that is unmistakably loud.   There is also a footlight that you cannot turn off or on, but you can just take out the lightbulb if that bothers you.Great product and highly recommended. Thanks for reading.', ""Proven, ancient technology that outperforms the daylights of newer, highly rated products. It's effective (heats the room quickly and thoroughly), efficient (only 1,000 watts), safe (automatic shut-off features), and built to last. Sometimes a product cannot be improved upon.  "", 'It gives off a good amount of heat but it has one big design flaw where the dish can not be tilted. This means the dish is in a fixed position which points into the air slightly. So if the surface you place it on is taller than you are while seated you will struggle to feel it. The safety tip over buzzer also prevents you from sliding something underneath it to tilt it yourself.', ""This is a wonderful heater.  I am a smoker and visit my family a lot.  I choose to smoke in the garage there and my sister in law bought this for me to use in the garage. It warms up quickly for the immediate area and it doesn't take long for the surrounding areas to warm up either. Once this gets going I don't even need a coat.  (Ohio area)  I have a house with very tall ceilings in the master bedroom and living area.  In the winter this little heater warms up quickly, even going right to the high setting.  I always have to turn it way back too.  I am widowed now and I don't need to keep the entire house warm, just where I am.  I do recommend this.  Oh, it is safe, if you move it at all when it is on you get a loud buzz sound!  If on the fence about it I would go with it."", 'Great price, lightweight, energy efficient. It has worked very well so far. The price was the best I found on Ebay. I think the design is very good. The shape of the dish plus the shiny interior helps it be much more efficient than a regular space heater. It gets very hot very fast. It also has a buzzer in case it tips over. A great all around heater to warm a person up fast.', ""These are fabulous heaters (radiant warmth, like the sun) and are in great condition.At first they didn't quite meet my needs, because I needed them to point straight ahead, whereas they are angled slightly upward and this is not adjustable. However, I set each heater on a slanted platform (which I made out of heavy cardboard), and now they meet my needs perfectly. (Parabolic heat dish heaters warm whatever is directly in front of them, within about, say, 15 feet.) You won't believe how much glowing warmth they put out!Also, Rob was great to do business with."", ""I live in a 1920's craftsman style house with poor insulation. This heater is wonderful and has allowed me to turn my thermostat down several degrees and still be comfortable here in Minnesota. I would give it 4 1/2 stars if I could because it is actually a little bit large to walk around in a small house with small rooms.  But that said, even set as low as it will go, it still puts out a lot of heat. In fact, I have to be careful not to put it in a room near my thermostat because the furnace will not come on at all if I do!  I have already recommended it to friends."", 'This heat dish pumps out heat so intensely it’s like a dryer for your cloths if sitting in front of it. I could feel it’s radiant heat from about 15ft away. Wayyyy better than other heat dish I had no contest. It does not oscillate and no remote only 2 features not on this probably because it is heavy duty. This is the best heat dish, look no further. ', ""I had a socially distanced bourbon tasting party for four on my back patio during January 2021 in Chicago. My neighbor had two of the Presto dishes so I ordered two more. Even though the evening's temperature dipped into the mid-20s, all four of us were completely comfortable sitting in our patio chairs with a our own Presto dish to keep us warm. The next day I ordered two more dishes to complete my set.""]",,Coil,Presto heat dish,,,,,,Aluminum,,,Electric,Portable Heater,,Infrared,,Black,2012,,3 or Less,"Cabinet, Desk/Tabletop, Floor",,3,,,Less Than 2000 BTU,Presto,,"Dial, Push Button, Switch",Stainless Steel,,Infrared,,120 V,"07924, 1327704",Does not apply,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F271239 One-Stop Universal Gas-Appliance Hook-Up KitSmall,35.32, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,,,,,,,,,,Silver and Brass,,,,,,,,,,Mr. Heater,,,,,,,,Does not apply,885318703320,,,,,,,,Does not apply,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,8850292517777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 1500-Watt Portable Desktop Oscillating Electric Ceramic Space Heater,39.95,153 sold, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,CT14101,,,,,,Ceramic,,,Electric,Portable Heater,Oscillation,,,Black,,,,,,,,,,Lasko,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2PC 150W Car Heater 12V Vehicle Cigarette Heating Cooling Fan Defroster Demister,35.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Yes,,,,Plastic,,,,Heater,,,,Black,,,,,,,,,,Unbranded/Generic,,,,,,,,Does Not Apply,Does not apply,,,,,,,,,,,"1.2m / 47.24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,60days money back or return,150W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater Mini Fan Handy Heating Stove Radiator Warmer Machine for Winter,35.36,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,AEG WKL 1003 S,China,,,,,Aluminum,,,"Electric, Fan",Baseboard Heater,,HomePlug,,,,Standard,3 or Less,Wall,,Variable,100 sq ft or Less,401-500 W,,Unbranded,,"Remote Control, Touch",,,Forced Air/Fan,90-95%,220 V,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CN(Origin),,,,,GS,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Mounted,Garden,HK-388,PTC,Ventilation,Fan Heater,<20㎡,>Fifth gear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone CZ8008 Electric Oil-Filled Radiator Heater,39.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Coil,Comfort Zone CZ8008,,,,6.250,,"Aluminum, Steel",,1 gal or Less (5 L),"Oil, Electric",Portable Oil Filled Radiator,,,,White,,,,Floor,16.000,3,951-1000 sq ft,1001-1500 W,5000-5999 BTU,comfort zone,,"Rotary Knob, Switch, Analog/Mechanical",Steel,,,,120 V,CZ8008,0075877122551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
