Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,Color,Country/Region of Manufacture,Custom Bundle,UPC,Air outlet temperature,Control method,Driving mode,Lamp tube material,Item model number,Manufacturer,Warranty Description,Item Diameter,Assembly Required,Is Discontinued By Manufacturer,Product Dimensions,Material Care Instructions,Country of Origin,Batteries Required?,Item Weight,Department,Heating Method,Item Dimensions LxWxH,Import Designation,Number of Pieces,Specification met,Included Components,ISBN,Year Manufactured,Smart Home Protocol,Current Rating,Smart Home Compatibility,Energy Star,Refrigerant,Timer Control,Tonnage,Air Direction,Manufacturer Warranty,Cable Length,Contents of the package,Manufacturer Part Number,Plug(Option),Gear,Product Size(L * H),Binding,Returns,Shipping Weight,SHIPPING,RETURN,ITEM LOCATION,International buyers,Heating Wattage,Height,Width,Net weight,Overall dimension,Power cord length,Frequency,Package includes,Power (W),Modified Item,Depth,Finish,Size,Model No.,Style,Heater Controls,Wattage (watts),Product Weight (lb),Room Size,Heater Type,Certifications and Listings,Color Family,Product Width (in),Amperage (amps),Indoor/Outdoor,Cord Length (in),Power/Fuel Type,Heating Product Type,Area Heated (Sq Ft),Portable Heater Features,Product Height (in),Product Depth (in),Heat Output (BTU/hour),Heating Technology Type,Voltage (volts),Heating Technology,Manufacturer Color,SKU,Vent Hose Exhaust Configuration,ProductType,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Sport,Product Weight (lb.),Product Depth (in.),Product Length (in.),Area Heated (Sq. Ft.),Heat rating (BTU/hour),Pack Size,Number of Elements,Bulb Type,Mount Location,Product Width (in.),Product Height (in.),Portable Heater Safety Features,Label,PackageQuantity,ProductGroup,ProductTypeName,Publisher,Studio,frequency,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Note,PackQty,Heat Output,Power Type,Recommended Location,Hight,Weight,Product Name,Thickness,package_length,item_length,item_width,Package Dimensions,Specific Uses For Product,Batteries Required,Batteries,Is Assembly Required?,Form Factor,Heating Element,Maximum Heat Power,Oscillation,Product Model,Timer,Power Options,Room Coverage Area,ItemHeight,ItemLength,ItemWidth,Weight (Approximate),Product,room_size,indoor_outdoor,product_depth_in,number_of_heat_settings,portable_heater_features,heater_type,voltage_volts,certifications_and_listings,heater_controls,wattage_watts,color_family,power_fuel_type,amperage_amps,portable_heater_safety_features,product_height_in,cord_length_in,product_width_in,area_heated_sq_ft,product_weight_lb,Gift,Energy Rating,Maximum Room Size (sq ft),Duct Compatible Sizes,Room,Housing Width (in),Vent Style,Included,Grill Shape,Mounting,Ventilation System,Number of Bulbs Required,Color/Finish,Product Length (in),Air Volume (CFM),Installation Type,Housing Material,Light Bulb Base Code,Mount Type,Location,Length,Battery Included,ItemPackageQuantity,Bundle Description,Number of Batteries,Battery Size,Motor Type,Battery Capacity,Battery Life,TAX,Handling Time:,Questions,NumberOfItems,Restricted States,Item,Overall Length,Application,Overall Length (In.),Includes,Construction,Phase,Mounting Type,Watts,Screw Size,Voltage Type,Mounting Dimension,Terminals,Sheath Material,Wattage,Assembled Depth (in),Patio Heater Type,Assembled Height (in),Total BTU,Cord Length (ft),Heating Area (sq ft),Outdoor Living Product Type,Fuel Type,Assembled Width (in),Connectivity,Dosage,Format,Compatible Brand,Compatible Model,Author,Book Tittle,Language,GTIN,BTU,Model Number,Cord Length,BTU Output,Cooling Method
Brand New Oil Filled Radiant Portable Space Heater,95.0, ,"['Quiet, heats efficiently. Very light so it\'s easy to move around. YES there\'s a ""new electric appliance"" smell but as suggested by others, I let it run on max for 4 hours outside first and I haven\'t had any issues with it since. ', 'Only had about 4 cold nights here so far but this radiator/heater was just what was needed. Kept my large living room toasty warm. The remote control makes it very convenient to program and run. Very satisfied thus far.', 'Silent, effective heat when we need a little in the kitchen area makes this a product we should have had a lot earlier. We sometimes use it in conjunction with a Rowenta circulating fan [also silent] to circulate the heat more widely. An effective unit. No sound or odors make it a pleasure to use.', 'This is a very safe heater, put on low to heat a small(10x12) took the chill off in about 7 minutes . Warmed the room to cozy warm in 20. Would by again.', 'Pelonis is a higher quality and offer more features, for the same price', 'These are as good as any I have ever seen in  the last 35 years of buying them.', 'This oil filled radiant heater warms up rapidly, provides uniform heat, and is compact. Surprisingly, this heater warmed a 15 x 15 ft room to a comfortable 75 Degrees as selected. A wise investment !', 'my wife loves it enough said', 'Warms room quickly ! Highly recommended ! Fastest shipping ! ', 'Works great']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Pelonis,Oil,Portable Heater,Radiant,,,,,,PH-14A,,,,,,,,,,,,"PH-14A, PH14A",,,,,,,,,,,Black,,,0750545105837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower 23 In. 1500-Watt Electric Ceramic Oscillating Space Heater with Digital Di,91.86,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,Does not apply,,,,Plastic,2 Heat,,,,,,,,,,,,,,,,,,,,,,,,0744759307927,Gray/Silver,,,744759307927,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronic,1500,6.4,Medium,Forced Air,,Multi,7.25,12.5,Indoor,72,Electric,,300,"Digital Display,Handle,Oscillating,Portable,Quiet Operation,Remot",23,8.25,,,120,,,,,,,,,,,,,,,,,,,,"Auto Shut Off,Cool-to-the-Touch,Nonslip Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stadler Form Anna Little - White,94.62,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Stadler Form,Electric,Space Heater,Radiant,"Floor, Desk/Tabletop",,Not Specified,1,Switch,,220 V,,,1001-1500 W,,,,41-50 dB,,151-200 sq ft,10.91,A030,3 or Less,,7.20,,,5.91,,,,0802322002355,White,,,802322002355,,,,,,,,,,,,,,,3.31,,,,,,,,,Unknown,,15.1-20 A,,,,,,1-Way,,5 ft,,,,,,,,,,,,,,,,,,,,,,,,,Little,6298137,Modern/Contemporary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Home Improvement Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Profile 1500-Watt Electric Silent Room Space Heater with Digital Display and,94.15,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,Does not apply,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,,,0726084858756,Black,,,726084858756,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Indoor,39.75,1 Heat,"Digital Display,Thermostat,Timer",Convection,120,ETL Listed,Electronic,1500,Blacks,Electric,12.5,"Auto Shut Off,Nonslip Base,Tip-Over Safety Switch",9,72 in,5.5,150,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINI MOST Mini Space Heater – Desk Heater for Office/Bedroom/Home/Indoor/Outdoor,92.47, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Cord,Portable Heater,,Desk/Tabletop,,,,,,220 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Room Kitchen Office Digital Ceramic Tower Air Heater with Remote Space Tool,95.0,30-day returns,"['Very nice heater!  It oscillates back and forth and keeps a pretty constant temperature in a medium sized space.  The remote works well and I am happy with this purchase', 'This little ceramic heater is wonderful!  It is loaded with features including oscillating and has a remote control with it.  It works like a charm very quietly and automatically according to the thermostat control.  I highly recommend this space heater!', ""My office is in the lower level of the house which is naturally colder than the rest of my home. Rather than heat up the whole house to warm this one room this Lasko heater does a terrfic job of keeping me comfortable even on the coldest days.It's quiet, efficient, and just does the job."", 'heats up a room quickly and quietly.... well made verses the earlier models..', 'Took for ever to warm a sun room of 10 x 12, than it didnt even bring it up to 70 degrees, was on most of the day. .  heat output was not that good. Will never purchase anyone. Price was way to much for the quality of how well it worked.', ""Couldn't find a more inexpensive excellent quality space heater. Just ordered another!"", 'Solid model. Quiet does the job well. Worth the buy.', 'Good products. Thanks.', 'I received mine in the mail turned it on only lasted one day and stopped working. Do not recommend this product at all to anyone']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,Tower Heater,,,,Ceramic,,Digital,,,,,,,,,,,,,,,,,,,,,,,,Black,,,024070570416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 754201 Small Portable 1500W Electric Ceramic Space Heater with Tip-Over...,90.37,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,Dark Gray,,,046013770974,,,,,,,,,,,,,,,,,,,,,,,0046013770974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2 x 7 x 6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cute,Best,Funny,Girls,Kids,Boy,Girls",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial heaters Electric air heater PTC / cylindrical 2000W / 230V black / ye,94.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Warm house,Electric,Portable Heater,,,,,,,,230 V,,,2000w,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000W 2 Gears Adjustable Portable Electric Heaters  Vent-Free Natural Gas,92.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,"Gas, Natural Gas",Portable Heater,Forced Air/Fan,Desk/Tabletop,,,,Touch,,220 V,,,850-1199W,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosewill Electric Tower,  Portable Oscillating Heater With Ostat For Small Space",90.03, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unknown,,Does not apply,,,,,,,Does Not Apply,,,,,,,,,,,,Does Not Apply,,,,,,,,,,07445027272208,A Tower Heater,,,313045166151,,,,,,Rosewill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1500W Oil-Filled Radiator Heater, Oil Heater with Indicator Lights, 3 Heat Sett",94.98,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does Not Apply,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,Does Not Apply,Black,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitchen,SPACE_HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Garage Heater,92.93,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",TONINGIO,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,Black,,,768788761673,,,,,,,,,,,,,,,,,,,,,,,0768788761673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set of 3 Double Life Bulbs/Heating Elements 1500 Watt for Models GEN4 & USA10...,94.3,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Eden,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,Clear,,,856621003872,,,,,,,,,,,,,,,,,,,,,,,0768421077482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Count (Pack of 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreo Space Heaters for Indoor Use Quiet&Fast Portable Heater with Tip-Over an...,91.74,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Dreo,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,Black,,,860006518196,,,,,,,,,,,,,,,,,,,,,,,0860006518196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1500W Space Heater, Thermostat Oscillating Heater with Remote and 1-24H Timer, T",91.09, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,Corded Electric,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07445023085000,,,,7445023085000,,,,,,,,,,,,,,,,,Convection,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Stop Gardens Winter Heater ,95.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",One Stop Gardens,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyuugo Electric Heater,95.0, , ,"For parts or not working: An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details. ",Toyuugo,Electric,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New LASKO 5919 Pro Ceramic Utility Heater,92.11, ,"[""I don't like unnecessary safety features &amp; this fan/heater doesn't have any ..It's versatile and economic. And the modern style fit's in great with my decor.."", 'This is a fantastic space heater... super quiet and amazing...', ""This is a really nice portable heater. Very easy to use. Our garage is the man cave, so there is no overall heat in this part of the house. This portable heater keeps me warm when I sit out there with him. We live in Florida so we don't need heat very often, so this is great. Compact enough to store easily on a shelf when not in use. I love it!! Fast delivery, good price, no problems."", 'Works very well.  Have had great luck with Lasko products.', 'I have a small area to heat so low heat is all i need. This heater is built well, the problem is it works on low only. On high the circuit breaker quickly kicks in &amp; shuts it down. Then you have to unplug the unit until it cools down. On low it will run all day.', ""This is the third one of these I have bought. They are great for a small ( maybe 200 to 250 sq ft ) space. I use it in my den when watching TV or working on the computer because it is reasonably quiet and puts out a lot of heat for its' size."", 'Works good for the price. Provides adequate heat for a small room. However I purchased a smaller unit that was less expensive that also did the same thing.', ""Using this in a 14x16 room and it heats room up in 32 degree weather outside even on low fan, setting temp on medium.  First night i had it on high and woke up sweating, had to turn it down. I am very pleased with this heater yes indeed. Seems well built and i can't see any reason that it will not last. Will be acquiring  another asap!"", 'I have bought 4 of these units, 3 of which are non operational, 1 overheats and shuts down, 1 has a defective blower motor,#3 the cord gets so hot it melted the plug at the end of the power cord, you judge for yourself', ""It has no blowing power at all, it looks good nothing. The setting for operation is ridiculous for my needs and say you had a room to warm up 20x15.,! You'll be waiting a long long time. Even a bathroom. I needed to operate for 24 hours but was afraid it might start a fire. ""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,"Air Cleaning, Cooling & Heating",,,,,,,5919,,,,,,,,,,,,5919,,,,,,,,,,0046013766816,Black,,,046013766816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceramic Space Heater Overheat and Tip Over Protection with Thermostat Black New,91.63,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Nandae,Electric,Ceramic Space Heater,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,Black,,,758277125130,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600W Mini Heater For Home Electric Warmer Foot Warmer Heaters For Winter,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Electric,Portable Heater,Fan Heater,Desk/Tabletop,,,2,Push Button,WT-WA1,220 V,Adjustable Thermostat,,600 w,Strip,PTC,,30 dB,,,,Dose Not Apply,,,,,,,,,,,White,,No,Dose Not Apply,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slant/Fin Hydronic Baseboard 30 6 ft. Rust-Resistant Galvanized Steel Nu White,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Slant/Fin,Hydronic,Baseboard Heater,Convection,"Wall, Floor, Baseboard",,Steel,1,,101-401-6,,,,,,,100%,None,,,,1014016,,,,,,,,,,0042541000934,White,,,0042541000934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
