Title,Price,Sold,Reviews,Condition,Item Width,Energy Efficiency Rating,Tank Capacity,Energy Efficiency Ratio (EER),Item Length,EC Range,Annual Fuel Utilization Efficiency (AFUE),EAN,Power Source,Number of Heat Settings,MPN,Year Manufactured,Material,Item Depth,Heating Element Format,Colour,Brand,Heating Element Material,BTU Heating Rating,Type,Control Style,Heating System,Voltage,Model,Area Covered,Features,Mounting Location,Operating Sound Rating,Power,UPC,Color,Cable Length,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,Location,ISBN,Timer Control,Power (W),Unit Type,Design,Voltage Supply,Energy Star,Package Contents,Custom Bundle,Modified Item,Style,Recommended Environment,Room,Heating Wattage,Unit Quantity,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,For Use With,Item Height,Country of Origin,Tonnage,Function,Heating Element,Installation,Number of Speed Settings,Plug Type,Size,SKU,Temperature Range,Timing Time,Use,Weight,Wind Speed,Application,Area Heated,Certification,Colors,Electric Heater Type,Width,Manufacturer,Item Weight,Smart Home Compatibility,Manufacturer Color,Heating BTU,Air Direction,Current Rating,Tube Size,Applications 1,Applications 2,Applications 3,Product Name,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Function3,Function4,Function5,Function6,Function7,Function8,Origin,Power Mode,Volume,Function1,Function2,Heating Method,Item Dimensions LxWxH,Heat Output,Wind Mode,Heater Size,ProductType,Prop65_fl,Prop65Warning,Heater Style,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Number of Cool Speeds,Compressor Type,Length,Height,Heating appliance type,Operation mode,Rated voltage,Speed adjustment gear,Temperature setting,Timing function,Voltage (V),Air supply mode,Key Word,Key Word 2,Key Word 3,Key Word 4,Refrigerant,Video of unit turned on,ProductGroup,Battery Included,Bundle Description,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Motor Type,SHIPPING,RETURN,ITEM LOCATION,International buyers,Department,Binding,Studio,Publisher,ProductTypeName,PackageQuantity,NumberOfItems,Label,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Voltage:,Application area:,Model No.,Item model number,Product Dimensions,manufacturer_part_number,Shape,Dimension(ID*H),Power Tolerance,Product Weight (lb.),Power/Fuel Type,Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Cord Length (in.),Heating Technology Type,Amperage (amps),Room Size,Portable Heater Features,Certifications and Listings,Product Height (in.),Voltage (volts),Temperature,Wire Length,Function 1,Function 2,BTU Cooling Rating,Contents of the package,Power:,Gift,news,Offer,STORE,Refund,Return,Quality,Handling,Money Back,Ships from,cancel order ?,add to watchlist,orders outside USA,How to get great offer ?,Batteries Required?,Package Dimensions,Shipping Weight,item_width,item_length,Domestic Shipping,Size Type,Item name,Rated power,Power cord length,New Title,Assembled Width (in),Firebox Width (in),Assembled Height (in),Area Heated (Sq Ft),Power Connection,Mount Type,Color Family,Firebox Height (in),Included,Product Weight (lb),Assembled Depth (in),Firebox Depth (in),Heat Output (BTU/hour),Surround Material,Assembly Required,Total BTU,Heating Wire Material,Adjustable temperature,Applicable Area,Time Setting,Dimensions
Heater Baseboard Front Cover 6 ft. Melt-Proof (Not for Electric Baseboard),48.04,30-day returns,"['Should have bought these sooner..amazing purchase', ""I have a thermostat in my room set to 70° after placing the covers over the baseboard my temperature won't go higher than 67° and the water pump for my room won't stop pumping. So I have to remove the covers for the winter in order for my baseboards to work properly. I guess the airflow gets reduced dramatically by these covers."", 'Renovating the old heater covers and these worked perfect.', 'Does not have clip to install', 'It makes my electric baseboard look so nice', 'Very durable, well made product.', 'Thank you', 'Was exactly what I expected']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,0754094120051,,,NEATHEAT6,,,,,,NeatHeat,,,,,,,NEATHEAT6,,,,,,0754094120051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater F273703144 12ft Propane Hose Assembly,47.06,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,Mr. Heater,,,Propane Hose,,,,,,,,,,089301031449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko 755320 Ceramic Space Tower Heater, 8.5″L x 7.25″W x 23″H, Silver",48.69, ,"[""Had one of these for several years to heat an office work space in my home. Did a great job.  Wanted another small heater for another room on another floor so i didn't have to carry the one I had up /down stairs. Decided to get another Lasko  similar to what i had, rather than risk another brand/model. This Lasko is  reliable, heats quickly, has auto off and an oscillation feature. All pluses and it's light weight.  Can't say it's energy efficient. No small electric heaters are. Heater arrived quickly.  Several days before the targeted delivery date. "", ""With the high cost of propane,  I was looking for a way to help cut some cost. I bought two heaters. The other one is already in storage, (does not work nearly as good as this unit). So far our coldest day has only been down in the mid 30's. With this heater, until it dropped that cold, our Propane hed never needed to kick on once. This is a GREAT Little Heater for Full Time RV'ers, or anyone whom wants to cut down there gas/propane heating bill. Were due to start getting colder weather, So I am now looking for a second heater to help the one we have to heat our 33 foot 5th wheel RV. "", 'This heater is quiet, has hi and lo settings.  Unlike some heaters, As far as I can tell, it does not have an automatic shut off when it tips over, which is a nice safety feature. I have had another Lasko heater for several years, and it has been dependable.', 'I now own 3 of these heater and love them. I live in a rural area with propane being my main source of heat, but I installed solar making electric heat cost effective. I run these in rooms we occupy instead of using propane to heat in needed areas. The on-off range of these heaters is about 3-4 degrees. The run very quiet to the point they are quieter than our tower fan that we use in the summer. Great product and now to see how long it will last.', ""This is the second one of these I have purchased.  I purchased the second because I was so impressed with the features and functioning of the first.  It has a remote (I haven't even used), on-off timer up to 8 hours, one direction or variable direction heating and most important, an accurate thermostat control.  I first started using the original purchase to keep my garage above freezing during low temperature cold spells.  That showed me what a great functional heater this was for any area of the house where additional heat is required."", ""I'll know in a month if this unit is truly energy efficient as I've been using it more than my furnace in the evenings.The only complaint I have is the thermostat may not be accurate. I'll set it for auto shut off when it reaches 70 degrees  but it never seems to get past 67 degrees so it keeps running. When I check the temp on my furnace's thermostat it reads 71 degrees so I know it's heating- just not reaching the correct temp internally to auto shut off.It's relatively quiet and heats a large room up in about 30 mins. or less provided all the windows and doors are closed to hold the heat in. My cats still freak out and won't go near it, especially when it oscillates. Funny stuff!"", ""This little heater is great as a heat supplement for a decent size room (and have actually used it to heat multiple rooms at the same time). Sturdy, safe, and the remote is quite convenient! The internal thermostat can be a little wonky depending if you're opening or closing a bunch of doors, or if people are walking by it constantly, but it straightens itself out fairly quickly. Happy enough with this product that I bought another one for my office!"", ""It's a great heater no question very good quality but I was under the impression it was a fan/heater but there is no just fan feature on it and I know they are made but not this one 😩 as the description of it let me to believe"", ""I love this heater since you can set the temperature you want, light weight for moving and has a remote control for setting the desired temperature. It's just a great heater for bathroom or bedroom and I love it."", ""It's a LASKO first off, and second it's CERAMIC material which is The best to provide The correct amount of heat when set without overheating The Unit at The same time! Third, It comes with A REMOTE CONTROL!. Forth, The Unit OSCILLATES Back, and Forth to heat entire Area, and has The Usual Digital Display on Top of The Heating Unit. The Oscillation can be Set by The Remote as well. PROS: Great Designed Unit. CONS: NONE That I have Found Yet!""]",,,,,,,,,,Corded Electric,,755320,,Ceramic,,,,Lasko,,,Space Heater,,,,755320,,,,,,707568281055,Silver,,,,,,,,,,,,,,,,Convection,,,,,755320,8.5,7.25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LORELL PORTABLE FAN HEATER Beige Plastic Model 33551 120V 60HZ 1500W Electric,50.0, , ,,See description,,Unknown,Unknown,See description,,Unknown,,Electric,3,Does not apply,Unknown,Plastic,See description,Unknown,,Lorell,Unknown,Unknown,Portable Heater,Rotary Knob,Fan Heater,120 V,Optimus H-1322,Unknown,Unknown,Floor,Unknown,1001-1500 W,Does not apply,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CADET 2F500W Elctrc Baseboard Heater,30"" L,208/240V",47.68, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,0027418099501,Electric,1,9950,,Steel,,,,Cadet,,,Baseboard Heater,Switch,,240 V,2F500W,,,Wall,,,0027418099501,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500W Wall Outlet Small Plug in Handy Premium Heater w/ Timer + Remote Control US,45.99,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",11 in,,1 gal or Less (5 L),3 or Less,18 in,A+++ - G,3 or Less,,Electric,2,6092695034,2021,PTC,11 in,Coil,,DIOZO,Copper,2000-2999 BTU,Portable Heater,"Digital, Remote Control, Switch",Radiant,110 V/ 220 V,6092695007,100 sq ft or Less,"Auto Shut-off, Timer",Wall,N/A,"<800W, 500W",,Black/ White,,HomePlug,,,,,,,,,,A+++,,,,,,,,,,,,,,,,,"Adjustable Thermostat, Remote Controlled, Venti...",PTC,Portable,Third Gear,,,,,,"BATHROOM, Bedroom, Living Room",,,<10㎡,,,,Fan Heater,,,,,,,,,,,,,,,,,,,,,,CN(Origin),,,,,,,,,,,,,,,,,,,,,,Fan heater,Dual-use mechanical remote control,110V-220V,Third gear,15℃~32℃,1-12 hours,220V,"No page turning, no head shaking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Fireplace Stove Heater  Remote Control Insert 1000w Fireplace Logs Wall,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",4.72inch,,,,8.82inch,,,,Electric,1,Does not apply,2021,ABS + PA,,Coil,,Unbranded,Heating Wire,,Electric Fireplace Hater,Remote Control,Electric,,,<20㎡,Remote Control,Wall,,1000W,Does not apply,Black,,HomePlug,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric Space Heater Ceramic Heater Overheat Protection 1500W/750W,49.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Electric,3,,,Ceramic,,,,Brightown,,,Portable Heater,Analog/Mechanical,Convection,120 V,,151-200 sq ft,"Tip-Over, Overheat Protection","Cabinet, Desk/Tabletop, Floor",41-50 dB,750-1500W,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110V 1500W Insulated PTC Ceramic Heater PTC Heating Heater WPD,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Does not apply,,,Does not apply,,,,,,Unbranded,,,,,,,,,,,,,Does not apply,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000W Portable Efficient Space Heater Indoor PTC Ceramic Electric Desktop dc,48.67,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",See description,,See description,,See description,,,,See description,See description,Does Not Apply,,See description,See description,See description,,Unbranded,See description,See description,See description,See description,See description,See description,See description,See description,See description,See description,See description,See description,,See description,,,,,,,,,,,,See description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See description,See description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Package List： Space Heater P,Package List： Space Heater",Tempreture Control,For Home Office,1000W Portable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater 12-Feet Hose/Regulator Assembly with Restricted Flow Soft Nose P.O.L.,46.61,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Does not apply,,,Does not apply,,,,,,Mr. Heater,,,,,,,Does not apply,,,,,,089301730724,Black,,,,,,0089301730724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Pro Series Heater Red Ceramic Basement Good Condition,,30-day returns, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,Electric,,,,Ceramic,,,,Honeywell,,,Portable Heater,,,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Arvin 29H40 Low Profile Heat Fan *Tested Working* Heater,50.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,Fan,,,,,,,,Arvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater Personal Portable Electric Heaters Fan with Ceramic Heating,47.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Does not apply,,,Does Not Apply,,ABS,,,,Unbranded,,,Space Heater,,,,Space Heater,,,,,,Does not apply,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kexon replacement wick for kerosene heaters 35226 MK310S 1 in package vtg,49.13, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",5 in,,na,5.1-6,7 in,A - G,1,,Kerosene,1,na,,cloth,6 in,Strip,,Kexon,na,na,Portable Heater,Push Button,kerosene heater,na,35226 mk310s,100 sq ft or Less,Timer,Bulkhead,na,kerosene,,White,,,,,,,,,,,,Not Compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Motion Heat Plus Whole Room Heater (CC23160) Brand New,49.95, ,"['Product works very well with three speeds and a thermostat to keep temperation at what ever temp you stet it at.   Power usage is 500 watts, low, 1000 watts, med, 1500 watts high.Very easy to use.', 'I have 2 of these units and they’re AWESOME. I BOUGHT this heater  and it only works well on L3 (high); they’re giving me a supreme hassle on an exchange it return. I have not been able to find a “new” unit in a legitimate retail store so I’m stuck dealing with Amazing Deals. I’m getting the RUN AROUND. I do recommend the heater! This is NOT An AMAZING DEAL! ', 'Best small room heater we have every had.', 'Fan does distribute the heat. warms up a room if doors are closed.', 'Heater provides an adequate amount of heat.  I like being able to set the temperature desired.  Great heater, great warranty, great price', 'Worked great to heat a basement room.', 'Best heater I like the remote control', 'As advertised, great price.', 'Low profile, powerful ']",,11.5 in,,,,,,,,Electric,3,CC23160,,Ceramic,,,,Lasko,,,"Ceramic, Tower Heater","Switch, Remote Control, Digital, Touch",Convection,120 V,CC23160,,Indoor,"Cabinet,Tabletop,Under Desk",,1500 Watts of Complete Warmth and Comfort,0046013776877,Silver,,,,,,,8 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis Disc Furnace Portable Space Heater Honeycomb Ceramic P-861-TC/VHC WORKS,48.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","6""",,,,"7""",,,,Electric,Variable,P-861-TC/VHC,,"Ceramic, Steel","5""",Ceramic,,Pelonis,Ceramic,Less Than 2000 BTU,Portable Heater,"Analog/Mechanical, Rotary Knob",Furnace,120 V,Portable Space Heater Honeycomb Ceramic,551-600 sq ft,,"Baseboard, Desk/Tabletop, Floor, Window",None,1001-1500 W,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Velocity HD Portable Space Heater WORKS GREAT!,49.0, , ,,,,,,,,,,,,,,,,,,Vornado,,,Portable Heater,,,,,,,Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Digital Ceramic Tower Portable Space Heater dark grey Model HCE322V ,, , ,,6.69 in,,,,21.61 in,,,,Electric,2,does not apply,,Ceramic,8.74 in,,,Honeywell,,5118,Portable Heater,Digital,Forced Air/Fan,120 V,Honeywell HCE322,,Oscillation,Floor,,1001-1500 W,092926003227,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rare Lasko 5965 Pivoting Ceramic Heater With Electronic Control Grey Premium,49.99,30-day returns, ,,,,,,,,,,,,,,,,,,Lasko,,,,,,,,,,,,,0046013760586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotwatt FS10.5 Finned Strip Heater 10 1/2″ (Mounting Hole 9 1/2″) 200W 240V,46.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,Hotwatt,,,Finned Strip Heater,,,,FS10.5,,"Finned Strip Heater, Sheath Material Seamless 304 Stainless Steel, Material Nickel Plated Steel, 1 Phase, Mounting Type Surface Mount, Slotted Hole Length 1/2 in, Slotted Hole Width 5/16 in, Screw Size 10-32, Standards UL Recognized, Includes Mounting Tabs",,,,,N/A,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broan 161 250 Watt Infrared bulb heater,50.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,161,,,,,,Broan,,,,,,,Broan 161,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000w Electric Air Heater Parts Insulated Ptc Ceramic Constant Temperature 220V ,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",See Picture,,1 gal or Less (5 L),None,See Picture,A+++ - D,None,,Electric,1,2163741680,2021,Ceramic,See Picture,Strip,,Unbranded,PTC Thermistor,None,Electric Heater Parts,"Digital, Push Button, Switch",Forced Air/Fan,220 V,2163741657,None,Timer,"Desk/Tabletop, Wall",None,2000W,354482683092,Multicolor,See picture,"Clear Connect, Powerline/UPB (Universal Powerline Bus)",China,Other: See Item Description,,,None,,,,,A+++,,No,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,Amazon Alexa,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
