Title,Price,Sold,Reviews,Condition,Item Width,Item Length,MPN,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,UPC,EAN,Brand,BTU Heating Rating,Type,Power Source,Heating System,Color,Voltage,Number of Heat Settings,Model,Features,Material,Operating Sound Rating,Heating Element,Made in,Weight,Model No.,Size,Item Height,Item Weight,Style,Product,Battery Included,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Length,Motor Type,Cable Length,Year Manufactured,Mounting Location,Manufacturer,ISBN,SHIPPING,RETURN,ITEM LOCATION,International buyers,Item Depth,Area Covered,Power,Control Style,Phase,Restricted States,Housing Material,Indoor/Outdoor,Custom Bundle,Item,Height (In.),Height,Finish,Width,Length (In.),Mounting Type,Standards,Mounting,Agency Compliance,NumberOfItems,BtuH,Width (In.),Watts,Heating Element Format,Bundle Description,Heating Element Material,Energy Efficiency Ratio (EER),Energy Star,Tank Capacity,Annual Fuel Utilization Efficiency (AFUE),EC Range,Number of Cool Speeds,Air Direction,Package,Piece Count,Recommended Enviornment,Assembled Product Dimensions (L x W x H),Assembled Product Weight,Manufacturer Part Number,SKU,Heater Controls,Mount Location,Product Weight (lb),Room Size,Heater Type,Certifications and Listings,Color Family,Product Width (in),Product Height (in),Product Length (in),Power/Fuel Type,Portable Heater Features,Area Heated (Sq Ft),Wattage (watts),Heat rating (BTU/hour),Product Depth (in),Heating Product Type,Heating Technology Type,Bulb Type,Power Type,UPC/GTIN Code,Mor Electric Heating SKU,Heating Wattage,Timer Control,Case Size,Display Technology,Storage Capacity,Battery,Volume,Processor,Chipset/GPU Model,Scale,Stove Type Compatibility,Band Material,Country of Manufacture,Maximum Resolution,Internet Connectivity,Screen Size,Compatible Brand,Fragrance Name,Playable Media Format,Chipset Manufacturer,Form Factor,Connectivity,Gender,Mount,Wattage,Item Package,BandMaterialType,Studio,Publisher,ProductTypeName,ProductGroup,MaterialType,Label,Department,Binding,PackageQuantity,TAX,Customer Service,Returns,Handling Time:,Location,Questions,Dosage,Format,Compatible Model,Author,Book Tittle,Language,Current Rating,Warranty,ItemPackageQuantity,Product Length in inches,Product Width,Product Height,Product Weight in pounds,Materials,"Housing
Length",Housing Width,Housing Height,"Burner 
Length",Burner Width,Burner Depth,Heat Range Diameter,Items included,Shape,Assembly Required,Product Dimensions,Shipping Weight,Item model number,Ignition Type,Connection Size,Automatic shutoff,Fuel Type,Timer Included,Fuel Gauge,Installation,Room Size (sq ft),Remote Control,Thermostat,Accessories Included,Pack Size,Annual Fuel Utilization Efficiency (AFUE) (%),Vented,Heating area,Product Weight (lb.),Area Heated (Sq. Ft.),Room Size (sq. ft.),Prop65_fl,Prop65Warning,Vent Hose Exhaust Configuration,Recommended Location,Batteries Included?,Assembled Height,Batteries Required?,Assembled Width,Is Discontinued By Manufacturer,Item Package Quantity,Part Number,Assembled Length,item_length,item_width,Colour,Memory Card(s) Supported,Maximum Magnification,Sport,Refrigerant,Smart Home Compatibility,Tonnage,Room,Set Includes,Product Type,Start Type,Heat Type,Includes,Overall Depth,Overall Width,Special Features,Control Type,Heat Output,Heating Coverage,Maximum Blower Output,Overall Height,Country of Origin,Input Voltage,Maximum Heat Power,Minimum Heat Power,Product Model,Weight (Approximate),Gas Consumption,Fuel,Reflector,Main Pole,Cylinder housing,Door,Base,Hole Diameter,Insulation Material,Max Operating Temperature,Max Power Density,Power Lead Material,Product Name,Resistance Tolerance,Supply Voltage,Thickness,Advantages,Center Distance from Hole to Side,Collocation Products,Flammability,Warranty Description,Heating Method,Item Dimensions LxWxH,Style Name,Airflow,Supply,Nett Weight,Product Width (in.),Amperage (amps),Heater Type:,Product Depth (in.),Color:,Color Family:,Material:,Product Height (in.),Number of Heat Settings:,Portable Heater Safety Features,Cord Length (in.),Voltage (volts),Suitable For,Amps,Flame Intensity Control,Minimum BTU output,Coverage Area,Automatic Shut-Off,Built-In Thermostat,Maximum BTU output,Power cord,Mantel Width,Requires Venting,On/Off Heat,Includes Firebox,Dimensions,Modified Item,Manufacturer Color,Heater Style,Main Material,Burner,Flame screen,Table,Ignition Method,Safety Device,Accessories,Packaging,GW/NW,Certifications,Package Dimensions,Barcode,Part No.,Power (W),Product Weight,Dimensions (L x W x H),Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Application,Connection Type,Pattern Name,PackQty,Assembled Height (in),Assembled Depth (in),Assembled Width (in),GTIN,Country Of Origin,CFM,Volts/Hertz,Min Fuse size,Item Location,Quantity,Shipping,Tax,Bundle Listing,Energy Efficiency Rating,Unit Type,Included Components,manufacturer_part_number,Application/Usage,Area Coverage,Input Current,Power Consumption,Timer,Number of Shelves,Number of Drawers,Seat Depth,Seating Capacity,Firmness,Number of Items in Set,Load Capacity,Batteries Required,UNSPSC Code,Number of Pieces,Flame Screen,Cylinder Housing,gnition Method
Dimplex 2000W 55cm Bari Electric Mini Stove Optiflame Portable Fireplace Heater,289.0,30-day returns, ,New,55 cm,44 cm,BAR20AU,N/A,Unknown,,5011139211514,5011139211514,Dimplex,N/A,Portable Heater,Electric,Electric Stove,,220 V,2,BAR20-AU,"stylish, Portable, Flame Effect, impressive heating performance, Electric, Impressive Heating Performance,Stylish, Classic Profile, 2 Heat Settings, Compact, classic profile",Brass,N/A,,,,,,,,,,,,,,,,,,N/A,2000,Floor,,,,,,,32cm,N/A,2000 W,N/A,,,,,No,,,,,,,,,,,,,,,N/A,,N/A,N/A,,N/A,N/A,,,N/A,,,,,,BAR20-AU,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(NEW) Cadet Under Cabinet Fan Forced Electric Wall Heater w/Thermostat UCH183T,,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,027418100528,,Cadet,,,"Electric, Fan",,,,,UCH183T,,,,,,,,,,,,,,,,,,,,,,,"Cabinet, Wall",,,,,,,,,,,,,,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thermostat,,,Large,,,,,,,Electric,,,1800 W,6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5 lb,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25 in,15 A,Forced Air,11 in,Black,Blacks,Steel,3.75 in,1 Heat and 1 Fan,Auto Shut Off,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Stove Heater 4600 BTU Dancing Flame Effect Quartz Warmth Include Blower,212.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",20 in,11 in,WX2-669029,,,,Does not apply,,Comfort Glow,,Electric Stove Heater,Electric,,,120 V,,WX2-669029,,,,,,,,,23 in,29 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,"1,500 watts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Living Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indoor,12.5A,No,"2,559",700 sq. ft.,Yes,Yes,"5,120",6',"20""",No,Yes,Yes,"11"" x 20"" x 23""h.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westinghouse Infrared Electric Outdoor Heater Freestanding Oscillating w Remote,212.99,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,WES31-1200,,,,0822990020079,0822990020079,Westinghouse,,,,,,,,WES31-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater Blue Flame 20000 Btu Natural Gas Vent Free Heater,211.99, ,"['Our Mr. Heater natural gas heater warms our enclosed deck area quickly.  We leave the pilot light on when we\'re not using the ""porch"".  The area warms up quickly on #2 setting and we turn the overhead fan on low.  It\'s a much better and faster heat than the small electric heater we\'ve used the past couple years.  Also, it\'s been very cold the past week with highs in the teens and we\'ve been very comfortable.  Love this heater!', 'I wall mount this heater. It consistently works, and heats great! Make sure you leave a window open slightly when using this heater. I highly recommend it!', 'installed in garage approx. 600 sq. ft.  works good, because of garage ceiling is high 12ft.  had to install ceiling fan together works very good', 'SHIPPING WAS AHEAD OF DAY PROMISED. ONLY TOOK 20 MIN. TO HOOK IT UP.HEATER WORK GREAT AND IT HAS VERIBLE HEATER ADJUSTMENTS SO YOU CAN TURN IT WAY DOWN TO SAVE GAS.', ""All is good except it doesn't turn on or off properly,  it sputters between cycles, like if the diaphragm isn't closing all the way, bought a blower for it , now thats a waste of money. I was expecting a cold winter and put on the gas line for this heater, instead of electric like last year, so far it hit the low 20's in texas only a time or two, hangs round 30 for overnight lows, never got the dial above 3 and been comfortable, it just sputters"", 'Very clean,no gas smell, and it works flawlessly...well done', 'Lit on the first click of the igniter and has been burning ever since.', 'I installed the heater this weekend it was a easy install an works great', 'small and powerful although it does put off a slight odor.', 'Looks good.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Infrared,,,0089301000858,0089301000858,Mr. Heater,20000-24999 BTU,,Gas,Infrared,White,120 V,1,,,"Steel, Aluminum",Standard,,,,,,,,,,,,,,,,,,,,"Wall, Floor, Desk/Tabletop",,,,,,,,,,"Dial, Rotary Knob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heatfast hf75k,210.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,Heat Fast,"75,000",Portable Heater,"Dual Fuel, Kerosone, Diesel",Forced Air/Fan,Orange,,,Heat Fast 75k Btu,,,,,,,,,,,,,,,,,,,,,,,Floor,,,,,,,,,,"Dial, Rotary Knob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Quartz Space Heater Radiant Infrared Portable Home Office Desktop Tower,214.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ","11""",,12134,Infrared,Unknown,,,,Electric Quartz Space Heater,,Radiant,Electric,Radiant,Black,120 V,2,,Cool-to-Touch,,Quite,,,,,,,,Modern,,,,,,,,,,,,,,,,,,,,160 Square Feet,,"Dial, Switch",,,,,No,,,"22.4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 W / 1200 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Black,Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46000 BTU Outdoor Heaters for Patio Propane with Cover Propane Outdoor Heaters*®,212.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Does not Apply,,,,686086908647,Does not apply,Unbranded,,Patio heater,Gas,,Black,,,,,Powder coated Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-12.5kW,,,,,,,,,2238mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45-0.87KG/H,Propane/Butane/LPG,"φ815mm, aluminum, 4-patch",φ65mm*845mm,φ375mm*760mm,340mm*600mm,φ450mm*90mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powder coated Iron,φ275mm*530mm(H),stainless steel#304,φ400mm,Variable control button with piezoelectric ignition,Anti-tilt switch,a pair of wheels,factory standard neutral brown export carton,18.4KG/15KG,CE&CSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electric Ceiling Cove Heater Space Saving Radiant Convection White 47"" 560W 120V",211.99,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Multiple Item Width,,KCV1206-W,,,,0093319118047,0093319118047,King Electric,Multiple BTU Heating Rating,Multiple Type,Electric,Radiant,White,Multiple Voltage,Variable,KCV1206-W,Multiple Features,Multiple Material,Multiple Operating Sound Rating,,,,,,,,,,,,,,,,,,,,Multiple Mounting Location,,,,,,,,Multiple Area Covered,Multiple Power,Multiple Control Style,,,,,,,,,,,,,,,,,,,,Multiple Heating Element Format,,Multiple Heating Element Material,Multiple Energy Efficiency Ratio (EER),Multiple Energy Star,,Multiple Annual Fuel Utilization Efficiency (AFUE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" HS-1500-ILODG Cabinet Heater, 15"" H x 13.5"" W x 11"" D Gray",212.64,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Does Not Apply,,,,Does Not Apply,Does Not Apply,Does Not Apply,,,,,Gray,,,HS-1500-ILODG,,,,,,,,"15"" H x 13.5 "" W x 11"" D",,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,Does Not Apply,SPACE_HEATER,Lawn & Patio,Plastic,Does Not Apply,,Lawn & Patio,1,,,,,,,,,,,,,,1 year manufacturer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Space Heater Indoor 1500W Fast Heating Ceramic Thermostat Oscillating,212.85,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,7445010533590,07445010533590,Does not apply,,Portable Heater,Corded Electric,Forced Air/Fan,Black,,,,Oscillation,,,,,,,,,,,,,,,,,,,,,,Desk/Tabletop,,Does not apply,,,,,,,1001-1500 W,Remote Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forced Air & Convection,5.9 x 5.9 x 15.8 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HILAND AZ Patio Heaters Bronze Patio Heater with Table 48K BTU,210.0, ,"['The heater was quick to put together. Be careful when assembling the heat shield, it has sharp edges. After I assembled it, I attached an extra propane tank for my gas grill. I followed the simple lighting instructions and it fired right up. The cocktail table is a nice touch, but the ice in drinks will melt quickly with the amount of heat it gives off. The finish and appearance is very nice, I also bought a heater cover to protect it against the elements when it is not is use. The only complaint is, the door hatch for the propane storage is a little wonky when closing and securing it. Overall I highly recommend it.', ""It's a little harder to start than others we have used, but is large, nice looking, and cozy to hang out by! Puts off a lot of heat...recommend, though I have found others at better prices."", ""I had promised my wife a heater on the new porch ASAP.  There was nothing affordable local.  The big box stores had zero stock and no way to order.  Then I came across AZ Patio Heaters, asking a reasonable price for a 48KBtu heater.  Shipping was extraordinarily fast.  Package came with no dents.  Assembly relatively easy - I mean, there is some dexterity involved, but it wasn't difficult.  Unit immediately fired up.We'll be using it all winter into the spring.  "", 'It came on time.  Easy to put together but the pilot won’t light. Very disappointing! I’m going to see if I can get it serviced since I’m desperate to have a gas heater for outdoor use for my business.  If I can’t get it to light, I’m returning it.', ""I purchased it couple of years ago, but after couple of time using it, the heater wouldn't turn on!!! I only used it twice the first year, and it still looks nice but it doesn't work. I didn't realized that I had purchased the 3 year insurance online for it, so when I realized that I have insurance, I filed a claim to get it serviced or replaced, but insurance company was not very helpful, and asked to have it repaired at a certified repair shop, which I didn't find one in OC county, and the other option was to give 50% of the cost!! I rather they would sent a repairman to fix it or replace it!!"", 'This was easy to set up and works great! We had one minor issue and that was the latch for the door. It didn’t come with the bolts for that but no problem a couple small nuts and bolts from my garage and it is awesome!', 'The Items are both working fine so far. My only issue is, one of the items was considerably damaged as you can see in the pictures.', 'Incredible bargain, and very well made. Hot! Hot! Hot1 The assembly is a bit challenging, but worth the effort.', 'As described, very well made, nice looking!', 'Great price.  Works as advertised.  would recommend']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",18.000,,"HLDS01CGT, HLDS01-CGT",,,,0872313012144,,PRIMEGLO,,Firepit,Propane,,"Silver, Brown",,1,,,Steel,,,,,,,17.500,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patio Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOT silicone rubber fiberglass flexible heater 450°f max to 48""",, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater BuddyFlex (F600100),214.4,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",17 in,,F600100,Radiant,,,0089301005792,0089301005792,Mr. Heater,8000-110000 BTU,Portable Heater,"Electric, Propane, Natural Gas",Radiant,Red,Not Electric,3,MH18B,Auto Shut-off,"Aluminum, Steel",Standard,,,,,,,,Home Improvement,,,,,,,,16.50,,,2020,"Floor, Wall, Desk/Tabletop",,,,,,,16 in,275 sq. Ft.,,"Dial, Rotary Knob, Switch, Push Button, App Control",,,,,,,,11.00,,15.50,,,,,,,,,,Coil,,,,,,Less Than 80%,,,,,,,,,,MNA-1127644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADT Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO SHS80326 Strip Heater,12 In. L,120V",211.0,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",12.500,12.000,SHS80326,,,,,,TEMPCO,,,,,,,,,"Flexible Strip Heater, Mounting Type Adhesive Backing, Overall Length 12 in, Width 12 in, 1, 440 W Watts, Material Silicone Rubber, Heater Voltage 120V AC, 1 Phase, Lead Length 10 in, H x W Across Fins 1/16 x 12 in",Silicone Rubber,,,,0.61,,,,,,,,,,,,,12.000,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,1,,,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
