Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,MPN,UPC,Type 1,Air Direction,Time Control,Style,Room Coverage Area,Noise Level,Modified Item,Modification Description,Height,Bundle Description,Manufacturer Color,Width,Cable Length,EAN,Colour,Location,Marke,Herstellernummer,Model Number,Category,Size,ISBN,Refrigerant,Current Rating,Item Height,Country of Origin,Binding,Returns,Package Contents,Normal temperature resistance,Energy Efficiency Rating,Heat Output,Heating Method,Manufacturer,Package,Piece Count,Item Weight,Weight,Depth,Tonnage,Recommended Environment,Finish,Heating Technology,Design,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,NumberOfItems,Outside Height,Outside Width,For Use With,Mounting Type,Heater Style,Temperature Range,Plug Type,Power Type,Assembled Product Dimensions (L x W x H),Recommended Location,Assembled Product Weight,manufacturer_part_number,Item Dimensions LxWxH,PackQty,Number of Cool Speeds,Compressor Type,Volts,Item model number,Warranty Description,Assembly Required,Product Dimensions,Material Care Instructions,Batteries Required?,Number of Pieces,Included Components,Heating Wattage,Hight,Bundle Listing,Item Condition,Power (W),Shape,Application,Dimension(ID*H),Power Tolerance,Product Name,Expiration Date,ItemWeight,PackageHeight,PackageLength,PackageWeight,PackageWidth,PartNumber,Heating Element Type,Prop65_fl,Prop65Warning,Safety Features,Restricted States,Item,Includes,Length,Hz,Phase,Cord Length,Amps AC,Manufacturers Warranty Length,Watts,Number of Batteries,NEMA Plug Configuration,Heater Type,Battery Size,Air Temp. Rise,Battery Included,Motor Type,Battery Capacity,Battery Life,Voltage Type,kW,BtuH Output,Voltage Range,Label,ProductGroup,ProductTypeName,Publisher,Studio,CFM,Collection,Heater Controls,Product Width (in),Indoor/Outdoor,Product Height (in),Cord Length (in),Product Depth (in),Amperage (amps),Heating Technology Type,Product Weight (lb),PRICE,USE,Handling Time,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Satisfaction,Add To Watchlist,Customer Service,International Shipping,We Dont Accept PO BOX,Heating Wire Material,Time Setting,Dimensions,Adjustable temperature,Applicable Area,BTU Cooling Rating,PackageQuantity,SKU,Returnable,Power/Fuel Type,Room Size,Heating Product Type,Area Heated (Sq. Ft.),Wattage (watts),Voltage (volts),sku,Area Heated (Sq Ft),Color Family,Certifications and Listings,Portable Heater Safety Features,Portable Heater Features,Model No.,Number of Bulbs,UL Listed,Rated power
Comfort Zone Infrared Electric Heater 1500-Watt Thermostat Plastic Black,60.0,30-day returns,"[""This a very cost effective space heater to warm any area during a chilly winter, or - as we had during the early part of the Wisconsin spring - a slightly nippy start to spring. It works to warm a bedroom, normal sized living room (unsure of those with an open plan large setting), or a small area of a basement that you are working in. It has three settings, and has tip-over &amp; overheat protection. I like this product an awful lot, and thus I'll give it 4.5 stars. It does NOT have a remote, but I bought a separate one for that purpose. I am taking a half of a star off because EVEN though it does have tip over protection (meaning it shuts off in that case), it is slightly more easy to tip over than I thought it was. So if you have pets, it might NOT be the BEST idea to use it when they are out playing - NOT so much for safety sake, but to prevent your fur baby from getting injured stepping on it."", 'Works very well and set up takes only a few minutes...', ""This will be my last one. The last one I bought. Lasted one heating season.then quit. Everyone I've ever bought.never makes it through 2 heating season.and I've bought several.over the years. I'm done."", 'I am very happy with this portable heater it works awesome and provides heat to my bedroom, it feels confortable now, thanks so muchGreat Product at a nice PriceTotally Recommended', ""I've bought two of these heaters .Two years in a row . I live in Florida the winters aren't that long . The first one tipped over started making a loud rattling noise .Sent it back to manufacter to repair or replace according to warranty. Never heard from them .Second heater just stopped working I don't  know why .How ever when a pinch and finances are limited .I guess it will have to do .Survivor"", 'Has operated as advertised with one exception. The thermostat doesn’t function properly. It may be a problem with this unit only, difficult to say. This is not a deal breaker for me, only do to the way it’s used. ', 'This is a smaller version and much louder than the one I have ""like"" it, however it works ok, just not as elegantly because the fan even on low is VERY loud.. (great for passive aggressive people...) or loud locations anyway...sounds like a muffled vacuum cleaner.. ', 'Solid heat..Twice the cost of what the CZ550 1500w used to be but has increased to be in just a year &amp; only lasts 1 year or more if used daily during the cold season; so will see how long this model lasts with the same use. ', 'Was used, no just open box as stated.  Works fine but has something melted on the top.', 'I like the safety features and it can fit in just about any room and look nice.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,CZQTV007BK,,,,13.50 in,,"Ceramic, Plastic, Metal",,,Electric,"Tower Heater, Radiant Quartz Heater","Nonslip Base, Portable, COMFORT ZONE CZQTV007BK 1,500-Watt Radiant Quartz Tower Heater, Thermostat, Automatic Shutoff,Nonslip Base, Heater, Oscillation, Automatic Shutoff, Indoor, Quartz, Adjustable Thermostat",Infrared,15 Minutes,Black,,,,"Under Desk, Desk/Tabletop",23.60 in,2,Large,1500 W,,comfort zone,,"Rotary Knob, Switch, Touch, Analog/Mechanical",,,Radiant,,12 V,CZQTV007BK,0075877251473,,,,,,,,,,,,,,0075877251473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater Portable Buddy Model # MH8BXDF TESTED AND WORKS ,60.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Coil,Mr. Heater MH8BXDF,,,6 in,6 in,,Steel,,,Propane,Portable Heater,,,,Red,,Standard,,Floor,12 in,2,201-250 sq ft,,8000-8999 BTU,Mr. Heater,,Rotary Knob,Stainless Steel,,Radiant,,Not Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excella Quartz Space Heater,59.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Coil,Excella,,,6 in,18 in,,Steel,3 Stars,1 gal or Less (5 L),Electric,Portable Heater,None,,,Beige,,None,3 or Less,Floor,26 in,2,100 sq ft or Less,701-800 W,Less Than 2000 BTU,Excella,,Switch,Brass,A+++ - G,Radiant,1,120 V,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500W Ceramic Heater with Adjustable Thermostat,57.29, ,"['Been using it now for nearly 2 weeks; brutal Ohio winters make this a necessity.  It\'s compact, light and fits just about anywhere.  They do warn that it can discolor floors/carpets etc so I have it on top of a small waist-height cabinet with a piece of glass under it to protect the surface.  I\'m using it in a 12x12 office, and it is more than adequate to the task.  So far I\'ve used it on the first (lower power) setting at about a ""4"" heat setting (about 1/3 of max).  It puts out a tremendous amount of heat with a far reaching blower.  My only reservation is that it\'s a bit loud compared to my old heatwe (a trusty Bionaire I\'d had for about 12 years which finally gave up the ghost).   Can\'t comment on quality/longevity yet but for the money, it\'s a great buy and I recommend it.  As with any portable heating product, I would not run this when no one is in the room to monitor it. ', ""It serves my purpose very well.  My feet are perpetually cold, and these are perfect for that.  These units last a good 3 to 4 years before they start to get a little less efficient and effective. Eventually they do stop working.  Brand new, these are great heaters.  Very quiet heating unit.  Fan isn't overly loud and puts out a good amount of heat at the low setting.  I rarely use it at the high setting until it starts getting older.  I have gone thru 2 of these units in a 10 to 11 year period.  My 2nd one (about 5 years old) is starting to waiver.  I'd suggest getting some compressed air and blowing out the dust that collects at the intake on the rear of the unit to make it last longer.  The one thing I wish it had was a safety sensor that automatically turns it off if it gets tipped over. It does NOT have any safety feature so be mindful about leaving it on!"", 'I bought a pair of these just in case I experienced a furnace problem and needed some heat while getting it repaired or perhaps wanted to heat the garage a bit while working there.  They seem well built, run very quietly and would likely produce 1500 watts at 120 volts (I got 1440 at 117.7 volts).  The lower setting produced about 930 watts at 119 volts.  The cord is 16 AWG with 105C rating, which appears adequately sized.  Although I did not test them for very long, the heaters and fan did turn off when the temperature setting was reduced to a very low level.  My only qualm, for which I reduced a star,  is that there is no switch to turn them off if overturned.  I rotated the units in all directions, but they kept running.  So I would make sure that they are not used on a flammable surface or any possible source of overturning is excluded.  I did not test if the overheating reset would ever turn them off.', 'This heater did a nice job of heating my area at work.  I sit near an outside wall that is very cold some days.  This heater kept me toasty for about six hours then blew the circuit breaker at work.  This item could be improved with an internal resettable circuit breaker protruding from the rear so IT would blow instead of the one at work.  That would be more convenient instead of me being required to call an electrician at work to fix the work breaker.', 'Great little heater that puts out a lot of heat. I live in a converted space that has no central heating, so this little guy is my only source of heat and it does great. Keeps me toasty all night long at about 1/3 of maximum. My only caveat is that it has no tip-over protection. If the dog brushes against the back of it and knocks it over, it does not automatically shut off.', 'Bought this so we did not have to run the heater all night. This little heater works GREAT. Keeps are room at whatever temperature we set the knob at and heats up our master bedroom FAST. The only reason I gave this 4 instead of 5 stars is because after we unplug it from the outlet, the actual plug is HOT. We had to switch to a power strip as we were afraid the heater might blow a fuse as it seems to use a lot of electricity to power.', 'For a small heater it does a really good job.  It is also excellent for small rooms.  The only perk is that the handle is too smallto get a good hold.  But overall great little heater, love the feature it turns on and off automatically by it self when needed!', ""Prior owner. This is the best small space heater. This warms an area very fast. It isn't heavy. The face does get warm. Please just be careful. I recv'd this very quickly. It is really a fair price. Very well built. The previous space heater is still working, about 7 years now. I was just tired of moving it around. It IS that good. Buy this heater. You won't regret this. Just be careful. Thank you!"", ""This little heater will run you out of a 500 sq ft room if left on high. It's no joke. Lasko is a decent brand, not high end but should last 2-3 years....or more but for for 20.00 what would you expect. Dials are easy and built in temperature regulator is a must. I love mine and think it's a great value. I once ran a lasko fan straight 24 hrs - 7 days a week for 2 years without any issue. It started to rust from the moisture in the area or it would probably still be running. Good purchase and I am very pleased."", ""I think a lot of space heaters between 20-40$ are all the similar, they all break or are just as good as broken by the end of the season. This space heater seems of much better quality, even the material seems of high quality, instead of plastic like most. I also like that it's small and wisper quite. I have no complaints. I got it for 20$ which was a fantastic deal but I would have paid 35$ or even more for a heater with this quality. My biggest pro is the size.  Love it!!!""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Lasko 754200,,,,"7 in, 7in.",Android TV Box,"Ceramic, Plastic, Metal",,,Electric,Ceramic,"Handle, Portable,Adjustable,Quiet, Overheat Shut-OFF!,Cool-Touch Exterior,Portable,Thermostat, Cool-Touch Exterior, Carrying Handle,Fan Forced,Automatic Shut-OFF!,Thermostat, Carrying Handle, Fan Forced, Fan, Manual Controls,Self-Regulating Ceramic Element,Quiet Operation,Portable, Overheat Shut OFF!, Built in Carry Handle, Quartz, Carrying Handle,Thermostat, Handle,Nonslip BASE,Mini,Automatic Shutoff,Thermostat,Cool-To-Touch, 3 Quiet Settings High Heat, Heater, Overheat Protection, Overheat Protection,Portable,Quartz,Thermostat, Portable, Indoor, Adjustable, Carrying Handle,Cool-Touch Exterior,Overheat Protection,Thermostat,Fan, Carrying Handle,Thermostat,Automatic Shut-OFF!,Fan Forced, Carry Handle",Ceramic,15min.,"Silver, Multi-Color, Black",2016,Quite,,Portable,6,3,Medium,"1500, 900-1500W",,Lasko,,"Dial, Analog/Mechanical,Dial, Analog/Mechanical,Touch,Dial, Touch, Analog/Mechanical",,,Convection,,120 V,"754200, LSK754200, LASKO754200, DH754200",46013768346,,,,,,,,,,,,,,0046013768346,,,,,,,,,,,9,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754200,,,
"Comfort Zone CZ798 1500 Watt 3-Prong Milkhouse Utility Heater, Grey",59.1, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Corded Electric,Does not apply,,,,Gray,,,,,,,,,,Does not apply,,,,,,,,,7445055881854,,,,,,,,,,,,,,07445055881854,,,,,,,,Does not apply,,,,,,,,,,,Forced Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5 x 7.6 x 14.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taotronics TT-HE009 1500W Electric Portable Patio Remote Control space heater,59.85, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,TT-HE009,,,,,,,,,Electric,Portable Heater,"Auto Shut-off, Timer",,,White,,,,Floor,,3,,1001-1500 W,,TaoTronics,,Remote Control,,,Forced Air/Fan,,110 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage 50s Lasalle Electric Heater 196K1 Working!,59.88, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,Electric,,,,,,,,,,,,,,,Lasalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Patio Outdoor Heater Electric Garage Space Heaters with Extra Long Cord,58.04,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,,,,,,,,,,Large Orange,,,,,,,,,,MODEGOL,,,,,,,,Does not apply,768788760591,,,,,,,,,,,,,,Does not apply,,,,,,,,0794304659681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Sentinel AB7-220331 Electric Baseboard Heater 240V 300W Length 22"" ",59.95,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Baseboard Heater,Timer,,,Beige,,,,Baseboard,,,,,,Sentinel,,,,,,,240 V,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electric Heated Foot Warmer Mat - Toes Warming Heater, Heated Floor Mats",57.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Leather,,,,Does not apply,,,,Stone Grain,,,,,,,,,,Does not apply,,,,,,,,,7445008583552,,,,,,,,,,,,,,07445008583552,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProCom Wall Heater Blower for Ventless Liquid Propane Gas Blue Flame Heater,57.46,21 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Propane,Blower,,,,Beige,,,,Wall,,,,,,Unbranded,,,,,,,,ProCom,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Desk Space Heater Energy-Saving Portable Bladeless Electric Plastic Black,59.08,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,CL-2,,,,,,,,,,,,,,Black,,,,,,2 Heat,,,,Unbranded,,,,,,,,CL-2,0706069235253,,,,,,,,,,,,,,0706069235253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm HS-1500-TT 1500W Infrared Space Heater - Brand New - NO TRIPOD,59.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Coil,Heat Storm HS-1500-TT,,No,,8 in,,Aluminum,,,Electric,Portable Heater,,,,Silver,,None,,"Floor, Wall",24 in,1,251-300 sq ft,1001-1500 W,5000-5999 BTU,Heat Storm,,Switch,Steel,,Infrared,,110 V,HS-1500-TT,0854271005277,,1-Way,,,,,,,,,,,13 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vornado SRTH Small Room Tower Heater, Personal, Black",57.99,30-day returns,"['For a small-size heater, it works great. Warms up a full-size bedroom with ease and the auto-shutoff is a great feature', 'I use this in place of turning in the furnace in those early fall days. I also use it for extra heat on the bitter cold days of winter.', 'We are using these heaters on a boat with 30 amp service so the lower lower wattage settings are perfect for our needs and very effective in the boat.', 'Very good tower heater - easy to adjust -', 'exactly as described. One of the best small heaters out there.', 'This is the third one I have purchased and they are absolutely great.  Perfect heater', 'Small size heater', 'Vornado  is a great company ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,Black,,,,,,,,,,Vornado,,,,,,,,SRTH,043765008478,,,,,,,,,,,,,,0043765008478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
