Title,Price,Sold,Reviews,Condition,Item Depth,Item Width,Energy Efficiency Rating,Tank Capacity,Operating Sound Rating,Energy Efficiency Ratio (EER),Item Length,EC Range,Annual Fuel Utilization Efficiency (AFUE),EAN,Power Source,Number of Heat Settings,MPN,Material,Heating Element Format,Colour,Brand,Heating Element Material,BTU Heating Rating,Type,Control Style,Heating System,Voltage,Model,Area Covered,Features,Mounting Location,Power,Year Manufactured,Country/Region of Manufacture,Manufacturer Warranty,Energy Star,Color,Custom Bundle,Height,UPC,Timer Control,Air Direction,Cable Length,Tonnage,Smart Home Protocol,Power (W),Manufacturer Part Number,Heating Method,Heat Output,Compressive strength,Power deviation,Cable length,Manufacturer Color,Heating Technology,Current Rating,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembly Required,Assembled Height (in),Total BTU,Wattage (watts),Cord Length (ft),Color Family,Heating Area (sq ft),Outdoor Living Product Type,Fuel Type,Assembled Width (in),Housing Material,Pack Size,Voltage (volts),Product Weight (lb),ISBN,Size,Room Coverage Area,Heating Wattage,Time Control,Refrigerant,Smart Home Compatibility,Room Size,Indoor/Outdoor,Portable Heater Features,Amperage (amps),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Power/Fuel Type,Heater Type,Portable Heater Safety Features,Product Height (in),Cord Length (in),Product Width (in),Number of Items in Set,Firmness,Product,Department,Mount Type,Style,Room,Assembly Status,Set Includes,Weight,Heating Technology Type,Heating Product Type,Area Heated (Sq. Ft.),Suitable for Safe Rooms,Warranty,Wattage,Application,Certifications,Clearance,Maintained Operational Temperature,Recommended Environment,Remote Control,Product Type,Number of Burners,Is Electric,Assembled Product Dimensions (L x W x H),Count Per Pack,Count,Gender,Price Per Unit UOM,Variant Attribute Names,Number of Shelves,PPU Quantity of Units,Manufacturer,Age Group,Is Portable,Recommended Room,Piece Count,Multipack Quantity,Is Assembly Required,Power Type,Product Name,Home Decor Style,Seating Capacity,Number of Drawers,Global Brand License,Theme,Watts,Depth,Baseboard Heating Type,Certifications and Listings,Hydronic,Product Length (in),Thermostat,Vented,Heat rating (BTU/hour),Thickness,SHIPPING,RETURN,ITEM LOCATION,International buyers,Heating BTU,Location,Bundle Description,Item Height,Heater Style,Original/Facsimile,Author,Voltage / Wattage / Amperage,Poultry Species,Hatching Egg Breed,Built In Thermostat,Clearance to Combustible Materials,Product Color / Weight,Product Dimensions,Programmable Timer,Remote Control / In-Cord Switch,RESTOCK FEE,Item Weight,Power consumption,Product weight,Heater type,Fins width,Package includes,Oil volume,Power supply,Indoor/outdoor,Item model number,Batteries Required?,Country of Origin,Item Dimensions LxWxH,Number of Pieces,Included Components,Modified Item,sku,ProductType,Prop65_fl,Prop65Warning,ProductGroup,ProductTypeName,Recommended Location,Assembled Product Weight,SKU,Form Factor,Heating Element,Maximum Heat Power,Product Model,Timer,Noise Level,Number in Pack,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Assembled Height (Inches),Color/Finish Family,Heat Type,Cord Length (Inches),Use Location,Current Rating (Amps),Assembled Depth (Inches),Cool-Touch Housing,Tip-Over Safety Switch,Safety Listing,Design,Maximum Wattage,Display Type,Lowe's Exclusive,Control Type,Oscillation,ALCI Safety Plug,Energy Saving Setting,Maximum BTUs,Overheat Shut-Off,Manufacturer Color/Finish,Anti-Freeze Setting,Remote Control Included,Portable,Assembled Width (Inches),Supplemental Heating Area,Package Quantity,Series Name,CA Residents: Prop 65 Warning(s),Bundle Listing,Model No.,Accessory Type,Resistance Properties,Brand compatible,Cod. ETCO,Mark,UPC/GTIN Code,Mor Electric Heating SKU,Application/Usage,Area Coverage,Input Current,Input Voltage,Weight (Approximate),Actual Color,Feature,Origin,Patio Heaters Type,Binding,Studio,Publisher,PackageQuantity,NumberOfItems,Label,PackQty,Batteries Required,item_width,Max Weight Recommendation,item_length,Use,Price,Seller,Service,USA Shipping,Customer service,Shipping Exclusions,Number Of Heat Settings,OutOfStockControl,Width,ProductReferenceID,Length,Minimum Heat Power,Product Family,Product Line,Gift,Temperature,Heating power,Waterproof rating,PartNumber,Volume,Warranty Description,Import Designation,Finish Types,Is Discontinued By Manufacturer,Batteries,Material Care Instructions
 Lasko Ceramic Pedestal Heater 29 Inch 1500 Watt Digital Remote Control,79.99, ,"[""I've had several Lasko heaters, but especially like the pedestal ones.  I currently have one very similar which is 10 years old &amp; still going after heavy use.  It did make a strange noise recently &amp; decided to buy another one just in case it might be wearing out.  However, haven't heard the noise again.  This is an updated model of my old one."", ""Overall this is a good little heater. It has a small footprint and it will warm a small-medium size room in about 15-20 minutes.  The ability of the unit to oscillate and the fact that it has remote control makes this about as convenient as it gets. Lots of good features and controls. Only caution is to make sure that you don't have two of these units plug into outlets that are on the same breaker.  If you do the breaker has to be at least 20amps. Anything less will trip the breaker on high draw when the heaters are warming the room. This is definitely more efficient than powering up to central heater for the whole house."", 'My last lasko heater lasted 7 years and was used a lot. I love the design of the new one. Hopefully it lasts as long as my first one. This one is quieter with a remote👍', 'This works well in heating our family room.  Saves heating the whole house.  I especially like remote control and ability to adjust to different temps.  Takes up little space and turns like a fan so covers a wide area.', 'We bought this for my son in laws man cave and he loves it. He turns it on and 10 minutes later can stay in his man cave all night long! Considering its been in the single digits, its an awesome heater and at a very good price!', ""i needed to heat a small room it works great but they don't give you the required screws to put it together.  I had screws at the house that worked.  i could imagine how this would make some people mad tho"", ""Here in NW Florida, it gets cold enough for a heater. To save money I dont cut on my main heat. It's a heat pump. Heat pumps dont provide much heat and they cost a lot to run. I have two of these lasko tower heaters. They provide all the heat I need  and keep my electric bill manageable."", 'I bought  2 of these for supplemental heat . I love the thermostat and the timer . They work wonderfully and I would buy them again.', 'I have owned two in the last 6 years one is still working well. I bought my new one to replace oil one good for 300 square foot room quite running.Recommend getting the pedestal one it seats higher.', 'The output of air does not go very far but I use it close by.']",,12 in,12 in,,,,,12 in,,,Does not apply,,,,,,,,,,Ceramic,,,,,,"Thermostat, Remote Control, Nonslip Base, Digital Display, Automatic Shutoff, Oscillation, Timer",,1500 W,,,3 Years,,,No,,0046013764423,8 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitech 1500-Watt Infrared Quartz Tower Indoor Electric Space Heater Open Box,79.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,Electric,3 heat and 1 fan,,,,,Does not apply,,,Does not apply,,,,,,,,,,,,,,,,711181830767,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,23.2,Brown,Infrared quartz,72,Indoor,12.5,11.6,Yes,Yes,ETL safety listing,Tower,1500,Digital,No,Electronic,Yes,No,Yes,5118,Yes,Dark Walnut,No,Yes,Yes,9.6,Up to 300 sq. ft. (medium space),1,Infrared Tower Heater,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Portable Space Heater - 750W/1500W Adjustable PTC Fast Heating Ceramic ,77.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Corded Electric,,,,,,Does not apply,,,Does not apply,,,,,,,,,,,,,White,,,705353341380,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Heating Fan Heater Portable Electric Heater  Heating Handy Personal heater,79.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Fan,,,,,,Unbranded,,,Portable Heater,Push Button,,220 V,,,,,301-400 W,,,,,White,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Big Heat Model 6200 Small Cube Space Heater Portable Tested,79.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,Electric,,,,,,Big Heat,,,Space Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater MH4GC 4000 BTU Radiant Propane Portable Golf Cart Cup Holder Heater,79.0, ,"['the actual heater is great. Easy to use and works every time. Problem is with the lower portion that fits into the cup holder. Entire unit is extremely top heavy and can very easily tip out of the cup holder. The fit into the cup holder in my club car golf car is loose and poorly designed. I would not reccomend this item.', 'Have bought 3 different style heaters in 3 years to use golfing (with cart covers) and this Mr. Heater unit is the best. Regarding cost, starting ease, overall warmth, and quality construction this is by far the best heater on the market. Four players in my gaggle of friends (playing in the winter) own this unit and are thoroughly pleased with its performance and durability. If you winter golf, Buy It!', 'I last owned a Coleman brand Golf Cart Heater....it lasted about 10 years and finally died. I purchased this MH4GC unit next and it is not as good as the Coleman unit, but the Coleman unit is no longer made, so I\'m stuck with this one. Couple of issues...first and foremost, this heater is way top heavy so it will NOT stay put in a golf cart cup holder...the slightest bump and it flies right out of the cart\'s cup holder and if it lands on a person, they will get burned....I know, because it happened to me! I now have it ""tied"" in place with a bungee cord when I use it. No way could the manufacturer have tested this properly...my golf carts are 2017 model electric EZ Go Golf Carts. Second, there is no variable control on the heat...it\'s either wide open or shut off. I\'m not crazy about that, it does consume fuel at a higher rate than one with an adjustable propane flow valve, but you\'re compelled to live with it if you want heat. If I can find another option when this one dies, I will undoubtedly try it.', ""Pretty simple to operate. Screw in 1 lb camper gas canister, press 'on' button a couple of times until it lights and you have heat. To turn it off hit the 'off' button. I ordered it for use in a golf cart.  Nothing to put together other than putting the canister into the holder and setting it into a cup holder."", ""I had to ding this product because the poorly designed tip-over switch defeats the premise of the product.At even the tiniest bump in the cart path or fairway this heater turns itself off -- you will have to re-light 30+ times per round.It's a shame because it does put out nice heat and is otherwise effective and generally a fair price.The manufacturer missed the mark here."", 'Used it in my side by side this past week while hunting. Takes the rocky roads really well, the stiff north wind did blow it out a couple of times while driving around but overall it worked really well. I would recommend it and it really helps keep you warm while driving around the deer lease.', 'This heater works great in a covered cart, in fact it can get too warm, even when the outside temps  are in upper 30s and lower 40s.  In an open cart you feel the heat when the cart is stationery, however when moving or winds over 10 mph you can feel the heat.  The holder works in the smaller cart cup.Suggest they need to have an adjustable temp knob.All in all, I like the Mr. Heater portable golf cart heater.   ', ""I have something similar to this in my shop, but they are bigger, but when they heat up the screens glow orange, this little one doesn't do that so I thought it wasn't working correctly. But if you do like the instructions say and make sure the pilot is lit. Then leave it alone it will start producing heat. "", ""Mr. Heater that I got was brand new and worked great.  I even got it 1 day earlier than expected.  I've already used it 3 times and it has worked great!"", ""I read all the reviews I could find on this heater before purchase, so expected a good product.  It had to sit under the tree for a few days but Christmas morning it was installed in the cart!  It has been out on one excursion and all the guys wanted to 'ride in the warm cart'.  The hubbby is more than pleased!It sits steady in the front cup holder, is cool to the touch on all sides (well not the front of course), and works instantly!  More than pleased hubby here...........""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Propane,1,F242010,,,,Mr. Heater,,4000 BTU,Propane,Switch,Radiant,,Mr. Heater MH4GC,,,,,1998,United States,,,Black,,,0089301000223,,,0in.-14in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW VORNADO EHI-0020-01 VH2 VORTEX 3 SPEED ELECTRIC SPACE HEATER WHOLE 9918707,78.99,30-day returns,"[""I already own multiple Vornado products including a VH103 I purchased in 2011 that I'm still using to this day.What I liked the most is that it uses mechanical (not electronic) switches. You have 3 rocker switches with a main power switch, heat low/high setting and fan setting). You also have a dial to enable fan only mode (to use year round) or auto. You can use this with a remote or smart outlet (15A rating).What I don't like- somewhat hard to clean. In my experience, cleaning is not for the faint of heart. It is built exactly like the VH103 such that you have to unscrew the unit completely to separate the front and back, then I used a shopvac to blow out the dust from the heating coils and a cloth to wipe down the fan blade and clean out the grille. I've done this about every 3 years.Most critical difference between this VH2 and the older VH103:- When in heat mode, the fan in the VH2 will cycle on/off when in auto when the temperature is reached. In the VH103, the fan will continue running to maintain airflow and circulation- The temperature dial on the VH2 goes from 1-7 while the VH103 goes from approx 65 - 90 degrees. I found it much easier to dial in my setting when I could set it against a temperature. With the VH2, you need to figure out what dial setting works for you."", 'This heater warms up my room quickly and the thermostat feature works well to maintain desired temperature. Fan is a little noisy, but not horrible. I love that I can run the fan without heat to circulate air in my home especially when running an air purifier. Cream color fits well with my plaster walls. Auto-shutoff for tippage actually works! Would buy again, would recommend. ', ""Pros:- Fast and efficient with small rooms. This heats up a small room within 15 minutes on high (1500W) at setting 4. Once warm, it can be switched to low (750W) and turned down by 1 to maintain temperature.- Small. Doesn't take a lot of space and is easy to move around.Cons:- Noisy. Makes a notable but tolerable hum when operating.- Cannot set a temperature. Numbers are for adjusting the run time, but you must experiment. Set it too low and the room will cool faster than it gets heated.- Weak fan. Perfect for heating, but not for cooling a room during summer."", 'This is a great little portable heater for small spaces.I use it to heat a single room in the winter time vs heating up the wholehouse to warm up that room. Its relatively quiet and puts out a decent amountof heat vs several other portable heaters I tried out. I have only purchased them used due to the price of a new one buthave been quite pleased with its performance.', ""I purchased this heater to heat a bedroom but when I saw how much power it had, I used it to heat my whole loft. I am surprised that such a little unit could produce so much heat and I don't even have it on high. I'm very satisfied with this little heater and would definitely recommend it for small to large being needs."", 'I have tried a number of electric heaters to warm my finished basement.  Most of them do not last long or do not distribute the heat evenly.  So far this heater does a nice job and takes up very little room.  Time will tell if it can do the job over a long period, but so far so good.', ""I've been using this heater to keep my enclosed porch warm, we only have storm windows (ten of them) and they are not air tight as good windows would be.  This heater kept the porch around 58 degrees when the overnight temperature got down to twenty seven on a stormy windy night.  The heat is comfortable and even and the heater runs very quiet and is a stable unit.  I've been running it with the setting about half and on low almost continuously except if it warms up outside in the daytime then I turn it off.  The housing of the unit is also staying cool and I have cats on the porch who seem very happy with it and that's good enough for me.  However, haven't received my latest electric bill since I've been using it and I do expect it to go up, I'm just hoping it won't be too much."", 'A heater with a fan, what an idea ! ! !  Vornado makes terrific fan. Most space heaters make heat and if you sit over it you can get some heat from it. With the fan in this heater, this Whole Room Heater can raise the comfort level in a room by 20 degrees through out the room. Get it, you will LOVE it ! ! !', 'This heater definitely works better than other portable heaters I’ve used, but it smells like it’s burning. That said, it is cool to the touch, so it seems safe enough, just stinks. It warms my room about 5 degrees more than other space heaters I’ve tried, and I’ve tried several.', 'Love it! Arrived promptly, is like new. We have used these heaters before and they are great.  Also can be used as fan only to move cool air. Using it in RV right now.  Sure saves a lot of propane as supplement to central heat unit.  Great seller!  We loaned one of these to a neighbor in an RV park at Grand Canyon a few years ago, whose heating system went out in a remote area.  They said it saved their lives.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,11.8,,,,,,,,,"2 Levels, Electric",2,AR3249,Plastic,,,Vornado,,,"Unit Heater, Fan Heater",Touch,Forced Air/Fan,120 V,EH1-0020-01,Under 150 sq ft,"Handle, Indoor, Portable, Thermostat,Power Indicator, Tip-Over Safety Switch,Automatic Shutoff,Mini,Cool-to-Touch,Thermostat,Handle, Eco-Friendly, Adjustable Thermostat, Eco Friendly, Cool-to-Touch, Oscillating, Energy Star Rated Compact, Power Indicator, Heating, adjustable heat thermostat, Adjustable Heat Thermostat,Cool-to-Touch,Handle, Energy Efficient, Mini, Power Indicator,Thermostat, Heater, Adjustable Thermostat",Portable,1500,,,,,"White, Black",,,0043765003145,15 Minutes,,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR. HEATER F271149-48 Pack of 6,79.58,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,F271149-48,,,,Mr. Heater,,,,,,,,,,,,,,,,,,,089301149489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko 5812 Automatic Airflow Heater, 14?L x 6?W x 11.5?H, Silver Gray",78.46,30-day returns,"[""With the cold grip of a long winter making the house too chilly to stay comfortable, I looked for some space heaters to help out the central A/C system. After checking out just about all of the available products on the market, I spotted the Lasko 5812 heater on Ebay- the ONLY one I could find that directs warm air into the room from the bottom of the unit at floor level. For its size, this compact ceramic heater does a good job of keeping my feet warm and taking the chill out of any room where it is employed. A bigger than expected fan motor, quiet operation and good performance makes this a 'top pick' portable heater for the price."", ""Best heater on the market, so far. Heat where ever you put it very efficiently to the point, at times, I findmyself turning it down. Have one in my room, and the bathroom, which I let my brother hold for his room, so gonna get another for the bathroom, and one for the kitchen, because we're rarely in the living room. We're able to turn the gas hear off for the entire winter, and use it only to cook and wash clothes, with agas bill of less than $40 a month. The electric is a little higher than normal due to the heater, but nowherenear what utilities would normally cost with the gas included. So yes, this heater does actually save you a lot of money in other areas. And it's extremely sturdy, with a tip over mechanism that works even if the heater is slightly tilted.  Highly recommend. "", ""This has been the very best room heater i have ever purchased it keeps the whole room very warm i can even feel it from 5 feet away constructed like a regular furnace but much smaller don't let the size fool you this little heater will put out the heat baby and i will be buying more of them if they are still in stock i would recommend the Lasko 5812 anytime. thanks guys for a great deal that was well worth every penny."", 'It is the most powerful heater I have owned. The first Lasko 5812 lasted 8 and one half years. It gives more heat on high as the duraflame cabinet heater I purchased for $100.00 this past fall. I should have bought another one of these to heat my larger room.', ""This is a great little heater. It takes the chill out of a room. It is small so it doesn't take up much room and has a safety feature which turns it off when tipped over."", 'i like that the heat comes outof the bottom at floor level . heats the room very fast.so far no problems.like the heat control thermostat.', 'great space heater! - compact, easy on-off switch and setting dial, strong flow, quiet, and best of all, even distribution of soft, warm heat. - very satisfied, AAA+. thank you.', 'Great heaters to heat rooms that you are occupying without breaking your bank account.', 'Using this in bathroom on winter mornings; does not get too hot as some can - safer to use.', 'I just got it yesterday.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,7,,,,,6,,,0046013760425,Electric,Variable,5812,Not Specified,,,Lasko,,,Space Heater,"Dial, Switch",,120 V,,,Timer,,,,,,,"Brown, Gray, Multicolor",,,46013760425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14?L x 6?W x 11.5?H,,,,,,,,,,,,,,,,,,,,,Space Heaters,,,Modern/Contemporary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genuine Honeywell (HZ-2200) 360 White / Light Blue Mini Heater Tower Only *READ*,75.08,30-day returns,"[""Great heater and is compact in size. 2 heats entire house with little propane use. Fully functional in safety ratings, turns off when tipped over slightly. Safe for use around small kids, since outter surface doesn't get hot to touch. Decided to buy another one, since last winter it was such a big help on fuel bills. Purchased second one as gift.No dislikes with heater. All 100% satisfied."", 'real good quality heat to keep your back warm when laying in the chair watching tv when the weather is cold on the outside and warm on in the inside!', 'This is a pretty good little heater and I am happy with the purchase.  It is quiet and works well for a heater in my bathroom for temporary heat.  I have not used it as a regular supplement for home heat.  Rate as good plus for my use.', 'It is a very efficient heater and warms the bedroom without having to heat the whole house. I wanted to give to a friend as a present but when I got it I  took an instant to it and decided to keep it for myself. The only problem is it keeps on going on and off too often. I think if they allowed a sort of delay on the thermostat, it would stay on and off for longer times especially during the night.', ""It may be small..but,don't let it's size fool you.This heater can carry it's own weight.My daughter is very happy with this item.Would buy again."", ""super, super item.... great size for just the little places... package a punch in heat....  you won't be disappointed."", ""the one I got works as stated...but if that is 1500 watts...lets say it would take about a million watts to heat my living room or family room. It may warm up the broom closet.lol I was not over expecting but got about 20% of what I needed... but it's purrrdy"", ""This Honeywell HZ2200 Heater is great. I'm very please. I was lucky to find the Honeywell HZ2200 Heater on ebay and I am very satisfy.ThanksCindy"", 'Decent heater, it was either too hot or not hot enough. There was no ""in between"". Crapped out after 4 months of use. I wouldn\'t recommend it']",,,,,,,,,,,0092926340971,Electric,2,HZ2200,Ceramic,Coil,,Honeywell,,,Unit Heater,Rotary Knob,Forced Air/Fan,120 V,Honeywell HZ-2200,,,"Desk/Tabletop, Floor",1001-1500 W,,China,None,,"Gray, White, Blue, Black",No,,0092926340971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200cm Cable Heating Pad Mat Device Tool Silicone Orange Heater Electric Flexible,77.61,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,Does Not Apply,Silicone rubber,,,Unbranded,,,,,,,Heating Pad,,,,1200W,,,,,Orange,,,,,,,,,,,,,1500v / 5s,± 8%,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
