Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,Compressive strength,Power deviation,Cable length,Color,Location,UPC,Country/Region of Manufacture,Timer Control,Smart Home Protocol,Shape,Mounting,Modified Item,Modification Description,Item Weight,Indoor/Outdoor,Heat Range Diameter,Fuel Type,Custom Bundle,Bundle Description,Assembly Required,Size,Style,Year Manufactured,Cable Length,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,Energy Star,Room Size,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Heater Type,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),ISBN,Refrigerant,Air Direction,Heating Method,Item Dimensions LxWxH,Smart Home Compatibility,Manufacturer Warranty,Tonnage,PRICE,USE,Handling Time,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Satisfaction,Add To Watchlist,Customer Service,International Shipping,We Dont Accept PO BOX,Heating Wattage,Heater Style,Recommended Environment,Time Control,Room Coverage Area,Noise Level,Manufacturer Color,Height,Width,Assembled Product Dimensions (L x W x H),Power Type,Recommended Location,Assembled Product Weight,Manufacturer,Product Name,Thickness,Heating Product Type,Heating Technology Type,Heat Output,Heat rating (BTU/hour),Pack Size,ITEM HEIGHT,Current Rating,Global Brand License,Home Decor Style,Is Electric,Is Pet Friendly,Theme,Price Per Unit UOM,Count Per Pack,Finish,Number of Burners,Seating Capacity,Is Portable,Number of Drawers,Recommended Room,Count,Age Group,Color Category,Recommended Use,Gender,Actual Color,PPU Quantity of Units,Number of Shelves,Piece Count,Mount Type,Multipack Quantity,Is Powered,Maximum Room Size,Heating Element Type,Cord Length,Plug Type,SKU,Country of Origin,Depth,Form Factor,Input Voltage,Maximum Heat Power,Product Model,Timer,Weight (Approximate),Resistance Properties,Protection Properties,PackQty,Power (W),Oscillating / Non-Oscillating,Phase,Amps AC,kW,NEMA Plug Configuration,Manufacturers Warranty Length,BtuH Output,Safety Features,Hz,NumberOfItems,Watts,BTU Cooling Rating,Number of Cool Speeds,ProductType,Prop65_fl,Prop65Warning,Compressor Type,Origin,Certification,Model Number,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembled Height (in),Heating Area (sq ft),Total BTU,Housing Material,Assembled Width (in),Outdoor Living Product Type,Gift,Shipping,Binding,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,Label,Item model number,Warranty Description,Product Dimensions,Batteries Required?,Length,Is Discontinued By Manufacturer,Heating power,Waterproof rating,manufacturer_part_number,Model No.,Product,Size Type,Bundle Listing,Heating BTU,Batteries Required,package_length,Pattern Name,Cooling Method,Restricted States,Item,Includes,Weight,For Use With,Number of Batteries,Battery Size,Battery Included,Motor Type,Battery Capacity,Battery Life,Voltage Type,Voltage Range,Volume,Import Designation,Department,Finish Types,Number of Pieces,Included Components,item_width,item_length,Compatible Brand,Compatible Model,Connectivity,Stove Type Compatibility,Installation,Memory Card(s) Supported,Playable Media Format,Maximum Magnification,Fan,Heat Settings,Its for,Unit Quantity,Return,Bulb Type,Mount Location,Tax,Number of Elements,Product Length (in),Package,Prop 65,Overall Width,Collection,TAX,Returns,Handling Time:,Questions,ASIN,Thermostat,Baseboard Heating Type,Hydronic,Vented
Holmes InstaFurnace Insta Furnace with Thermostat Model HPH-3085 space heater,80.8, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dura Heat Electric Forced Air Heater 5120 BTU- EUH1500,84.3, ,"[""I am somewhat disappointed with this heater.  I work in a large open workspace and winter mornings can be uncomfortable with lower temperatures.  I purchased this heater with the impression that it force out a strong powerful heat.  It surely looks the part.  When I plugged it in, I realized that it didn't put out any more forced hot air than the cheap Walmart heaters. When it heats up, it does warm up an area in my house without problem, but rather useless where I work.  Its also not affective in my garage. My garage is not insulated. Again, the purpose of this heater was to have a reliable source of warm air to work in my garage.  It simply does not have the blower power that it looks to have. Its a good space heater for any room, but not  what I needed it for.  I am disappointed. These should be made with a more powerful blower."", ""Pros - quiet operation.Con - gives off about as much heat as a candle.Do not recommend this product for cold applications.If the room was in the 40's (F) or 50's (F) maybe this would work.  I used it in my garage with a starting temp of 34 (F) and the coils never even glowed.  Gave off some heat but could hold me hand directly in front of the unit for an extended period of time.  Also the picture on the box showed the inner coil glowing, which gives you a sense this unit puts out some heat.  That doesn't happen either.  Would maybe use this in a office setting but not in a work shop."", 'I bought this product  because I have a moderate problem with bed bugs and I know heat is supposed to be one of the methods of killing these bugs. I have not tried using it for this purpose yet but I have used it in my bathroom to see if it would help dry wet clothes which worked well and it also helped me to see how well it heated and see if maybe if it could be a possibility for killing the bugs I have a problem with. not sure if it strong enough for this idea but works great for helping dry clothes and heat a small bathroom. I would suggest anyone trying to use it for any of these purposes closely moniter this heater and not leaving it on when leaving their home or for extended lengths of time , but it is a nice little heater and I would recommend it.', ""Purchases this item because I just poker games in my garage and living in Chicago and being in the winter we needed a heater to help out during game time. I put the heater in max mode and not matter what it just wasn't throwing out enough heat.You literally have to be right in front of the heater to feel anything. I wanted something affordable that was not powered by propane however they do say u get what you paid for."", ""I bought two of these for my garage and disregarded the previous reviews i read. The fan barely puts air out. It gets hot, but the fan almost seems like the motor is junk. I'll still use it. I'll just put a box fan behind it so it can actually move heat around."", ""The heater is built well and is safe however its useless in a garage or outdoors. I would recommend it for use in a indoor room or basement environment where it doesn't have to compete with more harsh temperatures. Not exactly what I was hoping for!"", 'This looks good in the pictures, but is a terrible heater. The forced air is a joke. Plus it does not get hot. With the thermostat on high, after 15 minutes, I could still hold my hand about six inches in front of the grill. Very disappointed.', 'I thought I was going to buy this to upgrade the heater I use at work in the shop. I ended up just putting it in my car that I’m working on on the side of my house. It gets to about 80° inside just a car. I don’t expect it would be able to heat the shop. The fan is very weak as well.', 'It is good product for the price, it is slow on heating a large area but keeps it at a good temperature.', 'It came in a timely manner and works great as long as its pointed at you. Give it a little time and it does warm a small space up']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",DuraHeat,Electric,"Forced Air/Fan Heater, Electric Portable Heater",Forced Air,"Garage, Wall",,"Metal, Steel",Variable,Dial,EUH1500,120 V,"Handle, Indoor",,1500,,,,,,250 to 499sq ft,"8 in, 8in.",EUH1500,,,,,,,,,,0013204415006,,,,Multicolor,,0013204415006,,24hr.,,,,,,,,,,,,,"Length: 8in, Width: 11in, Height: 12.75in",,,,,,,,,,,,,,,,,,,,,,,,,,0013204415006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Propane Heater Tabletop Adjustable Head Infrared Garage Outdoor Steel,84.3, ,"['easy to hook up and use. puts out great heat even on low. used for camping but would be great for home/office emergency as well. hook this up tp 20lb tank', 'light easy lite great extra for fish house.', 'Heater works well. Lights well.seems to be rather efficient while in use.', 'Economical heat for your shop..Really puts out the heat.', 'Works good. Excellent heater.', 'good value ', 'works good', 'Works great. Great price and fast delivery.', ""it does what it's supposed to do heats well""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Thermablaster,Propane,Portable Heater,Infrared,"Floor, Desk/Tabletop",,"Ceramic, Steel",1,Rotary Knob,,,"Adjustable,Infrared",,,,Steel,100%,Standard,15000-15999 BTU,,,RE5000FS,4.1-5,,,,,,,,,07445002015059,,,,Black,,7445002015059,,,Infrared,,,,,,,,Propane,,,No,,,,,,,,,,,,,,Black and Grey,,,,,,,,,,,,7.60,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15 in,Powder coat black finish,Tabletop Patio Heaters,12.87 in,10,15000,Steel,12.99 in,Patio Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honeywell Heat-Genius Portable Adjustable Ceramic Tower Space Heater, Black",81.54,Last item available,"[""Everytime the heater is turned on, you have to reset it.  It has no memory.  The thermostat doesn't work well in that it doesn't come on at the set temperature."", 'Heater dose not operate. No heat at all. No fan spin. Just sits there like a paper wait. I’m so disappointed.  I need a heater. Why would I be sent a none functioning $80 plus item and the monitor door alarm is still in the box?  Sign of a stolen item. I have no choice but to sent to BBB fraud department. I’m going to reverse cc charges and submit visa fraud case. I’m so cold and tired ', 'Works perfectly,  throws a lot of heat almost instantly, light, convenient. Wish I had gotten it sooner.Using it right this second to warm this room and not run the whole house system.', 'It’s excellent heater . I love it . Valuable items for those cold days ', 'This unit heats two rooms efficiently.', 'works good', 'great item', 'Very good heat', 'Just what I was looking for.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Honeywell,Electric,Portable Heater,Forced Air/Fan,Floor,,Ceramic,5 or More,"Digital, Touch",Honeywell HeatGenius HCE845,120 V,"Digital Display, Portable, Thermostat,Timer, Thermostat, Timer, Vented, Cool-to-Touch, Automatic Shutoff, Programmable",,"1500W, 1001-1500 W",,"Aluminum, Ceramic",,,5000-5999 BTU,151-200 sq ft,,HCE845B,,,,,,,,,,0744110538793,,,,Black,,7445015879891,,15 min,,,,,,,,,,,,,,,2018,,hce845b,,,,Compliant,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146 x 807 x 2067 Inches,Electric,Indoor,77161 lb,Honeywell,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceramic Space Tower Heater with Timer 950W/1500W Electric Portable Heater wit...,82.01,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TEKcians,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,,,,Tall,,677222644437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0677222644437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cute,Best,Funny,Girls,Kids,Boy,Girls",Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimus H-9010 Garage/Shop Ceiling or Wall Mount Utility Heater,84.99,30-day returns,"[""The radiant heat is amazingly effective in warming a small space--much more than an equivalent wattage hot air heater. My only criticism is the very thin, flexible mounting bracket. I had to use a 1x4 board behind it to securely mount it to my wall. I don't want to yank the power cord very hard, either."", ""This is definitely not meant for a cold garage.  Although it does radiate heat, it is not enough to warm any type of area more than a couple feet from the heater.  Since the heat rises, there just isn't enough warm air to help except near your head.  It might work better inside the house, rather than the garage.  As with so many heaters, a fan would sure help blow the warmer air around."", ""I hung this from my garage ceiling over my work bench and dogs' beds.  It's simple, light, and easy to mount.  Has 3 output options: 1) light only, 2) light + 1 element, or 3) light + both elements.  Output is silent, soft steady heat, not fan-blown.  The pull cord is very handy- the heater takes up no floor space, but can easily be turned on from the ground with 8'-9' ceilings (you can add to the cord for x-high ceilings).I would recommend this if you are looking to quietly heat a smaller area like a workshop or shed, or to simplly add heat to one section of a larger area (about 200sqrft).  It's perfect for adding some heat over my workbench area, but isn't powerful enough to heat my entire garage quickly.  I would recommend buying 2 for a 2-car garage(400sqrft) or 3 for a 3-car (600sqrft) for example.Additionally, I would not recommend this as a source of radiant heat for outdoor areas like patios.  It doesn't offer that kind of output and isn't meant for it."", 'I mounted the heater in my garage on the ceiling. For added support, I added L brackets and zip ties to be sure the screws don’t pull out of the rafter/drywall over time. Heater puts out good heat to supplement another heater in my garage. The small light is like a  good-sized flashlight. I wanted to add heat so the light wasn’t important to me. I do not expect it to heat a huge space so it does what I need.', ""I wouldn't recommend this heater it's very cheaply made and doesn't look like it will last very long. The clips  that hold the bulbs in place on mine all fell off during shipping, so that says something about the quality. I had to take it apart which isn't an easy task to try to put them back on. The mounting bracket is very flimsy and doesn't give you a lot of confidence that it won't fall off where ever it's mounted. I would pass on this heater, it's Chinese junk in my opinion. It heats okay I guess but nothing to write home about."", 'Works great but the wall mount is cheaply made and bends really easily. Every time I pull on the cord to turn it off or on it seems the whole heater is going to come down. Potentially very dangerous and could hurt someone. I hate to see a lawsuit occur', 'I bpught 2 thinhing they would heat a 2 car garage bet they just dont do it...there good for smaller spaces i guess im look for something a little bigger...thanks', 'Came in on time. No damage. Was in a secondary box when shipped. Works great for a small location as my work bench.', 'Maybe used the heater a total of 12 hours since purchase. Turned it on to III and sparks came out of the right side and wires were glowing red before I could get it unplugged. Need a replacement or refund.', 'I use them in my barn to keep my Guinea Pigs warm in the winter. I just expanded my room, and needed more heat. They provide the heat I need.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Optimus,Electric,,Radiant,Wall,,,1,"Switch, Analog/Mechanical, Remote Control",Optimus H-9010,120 V,,,,Coil,Copper,,11-20 dB,4000-4999 BTU,,,H9010,,6 in,,,,,,,,,,,,Black,,0630326190101,,,Infrared,,,,,,,,,,,,,,Unknown,26.20,,,,,,,,,,,,,,,,,,,,,,,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO SHS80304 Strip Heater,6 In. L,120V",80.17, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TEMPCO,,,,,,,,,SHS80304,120,,,,,,,,,,,SHS80304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley 9kw Electric Heater ST-09-240-GH-E (EURO PLUG),80.0,Last item available, ,,Stanley,Electric,,,,,,,,,,,,,,,,,,,,DOES NOT APPLY,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Mini Fan Heater Winter Office Desktop Electric Air Warmer,99.79, , ,New,smart frog,"Electric, Fan",,,,,,,,KW-CH200,,Mini,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymax 1500W Wall-Mounted Infrared Patio Heater Outdoor Indoor W/ Remote Control,84.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Gymax,Not Specified,Not Specified,,,,Not Specified,,,50538453,Not Specified,Not Specified,,,,,,,,,Not Specified,GYM07349,,,Not Specified,,,,,,,,,,,Red,,651357172669,,,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 751320 120V 1500W 12.5A Plastic Black Ceramic Head Tower Space Heater,84.03,30-day returns,"['I giving it 4 stars because when I started it for the first time.. It gave weird smell for about an hour or so. After that it has been working excellent. Its very easy to setup. Nothing much needed, just plug and start. It comes with a remote control using which we can control the temperature and speed. When I was at graduate school, my friend used to have it for his room since that room used to be cold in our apartment. It used to work fine there, so I purchased for my room at my current apartment. ', ""I really haven't had to use it yet, for my apartment gets very warm because of the sun coming in on my windows which face west, but I did try it out and it is certainly easy to use."", 'This is an awesome heater for the price that I have paid.Pros:1. It can warm up the room quickly with different temperature setup2. It has the auto feature where it goes to sleep mode when the temperature in room reaches the set value and restarts whenever it goes lower beyond the set value3. It can oscillate like a tower fan and distribute the heat across the room4. Its light weightCons:1. It has the remote but during night you cant see the temperature that we have set on this humidifier. Having a display in the remote or on the humidifier itself', ""This is the second one I've purchased. The heater itself is a good value, and the oscillating feature, and remote control are an added bonus. Used my first purchase in my camper (2 years and still going strong). This one's for our home's enclosed porch."", ""I think the heater works well, But when you have a power outage you have to reset it to keep area warm. The controls don't allow it to pick up where, hear left off trying to heat area.   So that make this heater, not reliable for keeping kids warm, pets,  plants.  In the areas I have lived would even help prevent frozen water lines.  I makes heater like this only good for you if, your attending it.  If this heat had manual controls it would be better. or had a program to reboot and maintain a pre-set temp,  by factory or,  by the user.  Myself I like a electric  heater that works  as lone as I have power.  And  starts back up after a power outage.  Have a great day."", ""This heater doesn't oscillate on all the temperatures. Only oscillates from 75 and up."", 'Got this heater for my camp trailer. Might as well use a candle for heat.  . It would be fine if it had a fan inside it. Cant use it will look for something else that blows the heat out . Very disappointed !', 'I wish I could set temperature between 65 and 70, otherwise very good heater', ""What can you say, they are quite, thermostat adjustable, put out a tremendous amount of heat for their size, timered, remote control and oscillates.With out question best heaters that are portable I've ever owned."", 'When my other heater died I ordered the Lasko heater because I know that Lasko products are well made and have a good reputation. I am enjoying the heater in my some what cool basement music room. The features are great. With temperature control and timer. I could not ask for anything better.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,,,,,,,,Lasko,,,,,,,,,,,9.30,,,,7.70,,,23.6,,,,,,,,,,046013768001,,,,,,,,7.16,,,,,,,,,,,751320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
